drug	disease	label
pubchem.compound:94328	UMLS:C0007789	0
pubchem.compound:5359318	UMLS:C4023106	0
pubchem.compound:3394	UMLS:C0020459	0
pubchem.compound:9294	UMLS:C0085580	0
pubchem.compound:17755248	UMLS:C4539997	0
pubchem.compound:5994	UMLS:C0220998	0
pubchem.compound:3038525	UMLS:C0009806	0
CHEMBL:CHEMBL2107862	UMLS:C0428977	0
CHEMBL:CHEMBL1743034	UMLS:C0006868	0
pubchem.compound:11338033	UMLS:C0149670	0
CHEMBL:CHEMBL2107874	UMLS:C5543526	0
pubchem.compound:5284443	UMLS:C1292779	0
pubchem.compound:3033825	UMLS:C0018944	0
pubchem.compound:16041424	UMLS:C1847614	0
pubchem.compound:23663870	UMLS:C0043094	0
pubchem.compound:5426	UMLS:C4013699	0
pubchem.compound:16102897	UMLS:C0002103	0
pubchem.compound:62886	UMLS:C0403823	0
pubchem.compound:60198	UMLS:C0344432	0
pubchem.compound:3510	UMLS:C2677504	0
pubchem.compound:43032	UMLS:C0876994	0
CHEMBL:CHEMBL3301582	UMLS:C2750075	0
pubchem.compound:9433	UMLS:C0700501	0
pubchem.compound:154257	UMLS:C2698311	0
CHEMBL:CHEMBL4650275	UMLS:C0024314	0
CHEMBL:CHEMBL4298092	UMLS:C1832466	0
CHEMBL:CHEMBL4298037	UMLS:C1959582	0
CHEMBL:CHEMBL4297788	UMLS:C5543482	0
pubchem.compound:6047	UMLS:C4085597	0
pubchem.compound:3005572	UMLS:C0001126	0
pubchem.compound:5807	UMLS:C0017531	0
pubchem.compound:66265	UMLS:C0149925	0
pubchem.compound:4917	UMLS:C0344925	0
pubchem.compound:23724914	UMLS:C1846038	0
CHEMBL:CHEMBL2108893	UMLS:C3552634	0
pubchem.compound:4158	UMLS:C3553676	0
pubchem.compound:5310966	UMLS:C0520806	0
pubchem.compound:9930049	UMLS:C1847605	0
CHEMBL:CHEMBL5315080	UMLS:C4551647	0
pubchem.compound:3002977	UMLS:C4225217	0
pubchem.compound:23652731	UMLS:C0001125	0
pubchem.compound:71496458	UMLS:C0311468	0
CHEMBL:CHEMBL2108628	UMLS:C0014170	0
CHEMBL:CHEMBL4297700	UMLS:C3809665	0
CHEMBL:CHEMBL2109653	UMLS:C4693831	0
pubchem.compound:57363	UMLS:C4540040	0
pubchem.compound:636380	UMLS:C1847614	0
pubchem.compound:9832447	UMLS:C0014116	0
pubchem.compound:4746	UMLS:C5394226	0
pubchem.compound:148123	UMLS:C0242488	0
pubchem.compound:45138699	UMLS:C0029595	0
pubchem.compound:23680530	UMLS:C0014850	0
pubchem.compound:4205	UMLS:C4049796	0
pubchem.compound:54670351	UMLS:C0005398	0
CHEMBL:CHEMBL2108730	UMLS:C0011436	0
pubchem.compound:164522	UMLS:C0010036	0
pubchem.compound:25062766	UMLS:C2750720	0
pubchem.compound:132999	UMLS:C5543406	0
pubchem.compound:146570	UMLS:C0028878	0
pubchem.compound:4911	UMLS:C3463824	0
pubchem.compound:9867812	UMLS:C0006142	0
pubchem.compound:4261	UMLS:C0149630	0
pubchem.compound:3016	UMLS:C0005683	0
CHEMBL:CHEMBL2109653	UMLS:C0034152	0
pubchem.compound:45380979	UMLS:C0158733	0
CHEMBL:CHEMBL2108345	UMLS:C3151037	0
pubchem.compound:3639	UMLS:C0432195	0
CHEMBL:CHEMBL4297715	UMLS:C0018206	0
CHEMBL:CHEMBL2108709	UMLS:C0270763	0
pubchem.compound:9831642	UMLS:C0034050	0
pubchem.compound:54678486	UMLS:C0037286	0
pubchem.compound:138713709	UMLS:C1848137	0
pubchem.compound:54767229	UMLS:C1832662	0
pubchem.compound:71491931	UMLS:C3178805	0
pubchem.compound:3100	UMLS:C0394006	0
pubchem.compound:148195	UMLS:C4721436	0
pubchem.compound:24987688	UMLS:C5574922	0
pubchem.compound:47811	UMLS:C0398765	0
pubchem.compound:2800	UMLS:C4015388	0
pubchem.compound:2375	UMLS:C1859773	0
pubchem.compound:656630	UMLS:C0266539	0
pubchem.compound:130904	UMLS:C0524851	0
pubchem.compound:60846	UMLS:C0014553	0
pubchem.compound:68210102	UMLS:C0162820	0
pubchem.compound:9051	UMLS:C4551825	0
pubchem.compound:16129706	UMLS:C0030524	0
CHEMBL:CHEMBL3545191	UMLS:C0022578	0
pubchem.compound:9936746	UMLS:C0019322	0
CHEMBL:CHEMBL1201583	UMLS:C1863061	0
pubchem.compound:8514	UMLS:C0085633	0
pubchem.compound:3034010	UMLS:C0687120	0
pubchem.compound:50992434	UMLS:C0152421	0
pubchem.compound:91971505	UMLS:C0235820	0
CHEMBL:CHEMBL2107874	UMLS:C4747743	0
CHEMBL:CHEMBL4297756	UMLS:C0476403	0
pubchem.compound:3354	UMLS:C0856747	0
pubchem.compound:443939	UMLS:C0011303	0
pubchem.compound:145948323	UMLS:C4021727	0
pubchem.compound:11442891	UMLS:C0001815	0
pubchem.compound:179344	UMLS:C1859728	0
pubchem.compound:3385	UMLS:C0011053	0
pubchem.compound:11462174	UMLS:C4746984	0
pubchem.compound:4205	UMLS:C0002938	0
CHEMBL:CHEMBL1201497	UMLS:C0265226	0
pubchem.compound:5593	UMLS:C0157946	0
pubchem.compound:5365247	UMLS:C0025193	0
CHEMBL:CHEMBL1201539	UMLS:C2931907	0
pubchem.compound:4932	UMLS:C1445953	0
pubchem.compound:444025	UMLS:C0272350	0
pubchem.compound:10672195	UMLS:C0027796	0
pubchem.compound:4679	UMLS:C1960469	0
pubchem.compound:6509979	UMLS:C0020517	0
pubchem.compound:62882	UMLS:C0158733	0
CHEMBL:CHEMBL2364655	UMLS:C0221026	0
pubchem.compound:636403	UMLS:C3887506	0
pubchem.compound:90467234	UMLS:C0009080	0
pubchem.compound:33036	UMLS:C1969053	0
pubchem.compound:126941	UMLS:C0860204	0
pubchem.compound:124081865	UMLS:C1846707	0
CHEMBL:CHEMBL4297788	UMLS:C0001621	0
CHEMBL:CHEMBL2108427	UMLS:C4021107	0
pubchem.compound:4510	UMLS:C0858617	0
pubchem.compound:3033825	UMLS:C1836906	0
pubchem.compound:31307	UMLS:C0009460	0
pubchem.compound:3168	UMLS:C1859774	0
pubchem.compound:121490161	UMLS:C1852091	0
pubchem.compound:4890	UMLS:C0270685	0
pubchem.compound:9829523	UMLS:C5679933	0
pubchem.compound:5408	UMLS:C5543482	0
CHEMBL:CHEMBL3408947	UMLS:C4511672	0
pubchem.compound:60961	UMLS:C0151878	0
pubchem.compound:54746	UMLS:C5193097	0
pubchem.compound:123619	UMLS:C2750414	0
pubchem.compound:71761627	UMLS:C5433293	0
pubchem.compound:11749858	UMLS:C3278481	0
CHEMBL:CHEMBL3408947	UMLS:C0524620	0
CHEMBL:CHEMBL2108791	UMLS:C0022716	0
pubchem.compound:24970412	UMLS:C0005695	0
pubchem.compound:125017	UMLS:C0153416	0
pubchem.compound:3261	UMLS:C1868570	0
pubchem.compound:216208	UMLS:C0265264	0
CHEMBL:CHEMBL4297700	UMLS:C4310638	0
CHEMBL:CHEMBL3707227	UMLS:C0549622	0
pubchem.compound:2754	UMLS:C4518356	0
pubchem.compound:208898	UMLS:C4014578	0
CHEMBL:CHEMBL1743048	UMLS:C0030246	0
pubchem.compound:5311067	UMLS:C0476403	0
pubchem.compound:9883933	UMLS:C0746102	0
pubchem.compound:9911830	UMLS:C4551966	0
pubchem.compound:5018304	UMLS:C5569081	0
pubchem.compound:3081927	UMLS:C3840252	0
pubchem.compound:2662	UMLS:C0265213	0
CHEMBL:CHEMBL4297744	UMLS:C2678477	0
pubchem.compound:9926832	UMLS:C0677866	0
pubchem.compound:91754527	UMLS:C0079583	0
pubchem.compound:16102897	UMLS:C4746984	0
CHEMBL:CHEMBL3545386	UMLS:C1847605	0
CHEMBL:CHEMBL2108508	UMLS:C0796147	0
pubchem.compound:9952916	UMLS:C4016299	0
pubchem.compound:63002	UMLS:C0524582	0
pubchem.compound:23652731	UMLS:C1970163	0
pubchem.compound:2895	UMLS:C1837206	0
CHEMBL:CHEMBL1742999	UMLS:C0400966	0
CHEMBL:CHEMBL3137343	UMLS:C0035328	0
pubchem.compound:50905713	UMLS:C1275278	0
CHEMBL:CHEMBL2108184	UMLS:C0031099	0
CHEMBL:CHEMBL1743026	UMLS:C5543334	0
pubchem.compound:3715	UMLS:C3808800	0
pubchem.compound:4510	UMLS:C1956349	0
CHEMBL:CHEMBL1201420	UMLS:C0271694	0
pubchem.compound:60822	UMLS:C0041234	0
pubchem.compound:2801	UMLS:C0162871	0
CHEMBL:CHEMBL2109379	UMLS:C0031099	0
pubchem.compound:134156377	UMLS:C0023283	0
CHEMBL:CHEMBL3301583	UMLS:C4225426	0
pubchem.compound:2130	UMLS:C5231558	0
pubchem.compound:5282411	UMLS:C1578917	0
CHEMBL:CHEMBL1201581	UMLS:C0025322	0
pubchem.compound:5018304	UMLS:C0238052	0
pubchem.compound:44232546	UMLS:C1837229	0
pubchem.compound:4999	UMLS:C1849265	0
CHEMBL:CHEMBL1743070	UMLS:C0154830	0
CHEMBL:CHEMBL1201420	UMLS:C1836383	0
pubchem.compound:54841	UMLS:C5562018	0
pubchem.compound:175804	UMLS:C0206157	0
pubchem.compound:62884	UMLS:C0020443	0
pubchem.compound:638793	UMLS:C0023903	0
pubchem.compound:148196	UMLS:C0154088	0
pubchem.compound:16130957	UMLS:C0019829	0
CHEMBL:CHEMBL1201419	UMLS:C0021843	0
pubchem.compound:4991	UMLS:C0023786	0
pubchem.compound:4418	UMLS:C0339537	0
pubchem.compound:5311497	UMLS:C0157917	0
pubchem.compound:5311304	UMLS:C4281993	0
pubchem.compound:30323	UMLS:C0025362	0
pubchem.compound:9832447	UMLS:C0008489	0
pubchem.compound:3034010	UMLS:C0000768	0
pubchem.compound:13109	UMLS:C1514422	0
pubchem.compound:337359	UMLS:C1859690	0
pubchem.compound:23650961	UMLS:C4225313	0
pubchem.compound:4922	UMLS:C0012715	0
pubchem.compound:5656	UMLS:C0154564	0
pubchem.compound:9560989	UMLS:C0036529	0
pubchem.compound:9880	UMLS:C0268414	0
pubchem.compound:67479909	UMLS:C1865926	0
pubchem.compound:135449332	UMLS:C0270549	0
pubchem.compound:172197	UMLS:C0020678	0
pubchem.compound:5426	UMLS:C4014742	0
pubchem.compound:62920	UMLS:C3552303	0
pubchem.compound:3152	UMLS:C0021368	0
pubchem.compound:2477	UMLS:C0086468	0
pubchem.compound:439302	UMLS:C0034372	0
CHEMBL:CHEMBL1201558	UMLS:C3837967	0
pubchem.compound:129073603	UMLS:C0019209	0
pubchem.compound:11982961	UMLS:C0018798	0
pubchem.compound:5546	UMLS:C2677504	0
pubchem.compound:1254	UMLS:C1833053	0
pubchem.compound:1775	UMLS:C0037763	0
pubchem.compound:216239	UMLS:C1839730	0
pubchem.compound:3696	UMLS:C5561940	0
pubchem.compound:176870	UMLS:C1864872	0
CHEMBL:CHEMBL4594573	UMLS:C0007193	0
pubchem.compound:656665	UMLS:C5561976	0
pubchem.compound:40973	UMLS:C0018566	0
pubchem.compound:65264	UMLS:C0029531	0
pubchem.compound:155434	UMLS:C0751157	0
pubchem.compound:60750	UMLS:C1834674	0
CHEMBL:CHEMBL1201564	UMLS:C1704429	0
pubchem.compound:2267	UMLS:C4750837	0
pubchem.compound:31101	UMLS:C0015934	0
CHEMBL:CHEMBL4650509	UMLS:C5433293	0
pubchem.compound:657180	UMLS:C0268467	0
pubchem.compound:51763	UMLS:C5830433	0
pubchem.compound:449193	UMLS:C1854449	0
pubchem.compound:9853053	UMLS:C1835807	0
CHEMBL:CHEMBL2108078	UMLS:C1867971	0
CHEMBL:CHEMBL4650514	UMLS:C0013069	0
pubchem.compound:119570	UMLS:C4012268	0
CHEMBL:CHEMBL4650476	UMLS:C0033687	0
pubchem.compound:5002	UMLS:C0520459	0
pubchem.compound:10096344	UMLS:C4015729	0
CHEMBL:CHEMBL4297700	UMLS:C2609414	0
pubchem.compound:6918140	UMLS:C0002452	0
pubchem.compound:54677470	UMLS:C0752351	0
CHEMBL:CHEMBL4297715	UMLS:C1848070	0
pubchem.compound:2187	UMLS:C5830244	0
pubchem.compound:9926791	UMLS:C4551825	0
CHEMBL:CHEMBL2393130	UMLS:C2938915	0
CHEMBL:CHEMBL4650299	UMLS:C0917796	0
pubchem.compound:71491931	UMLS:C0153422	0
pubchem.compound:11626560	UMLS:C0280725	0
pubchem.compound:5362124	UMLS:C4551509	0
pubchem.compound:2170	UMLS:C0270549	0
pubchem.compound:9919001	UMLS:C5774259	0
pubchem.compound:657181	UMLS:C2675874	0
pubchem.compound:176870	UMLS:C3899764	0
pubchem.compound:261004	UMLS:C0265554	0
pubchem.compound:11529527	UMLS:C4749272	0
CHEMBL:CHEMBL1201657	UMLS:C0035320	0
CHEMBL:CHEMBL1743085	UMLS:C0004936	0
pubchem.compound:45255840	UMLS:C0015625	0
pubchem.compound:150311	UMLS:C3658266	0
CHEMBL:CHEMBL1201497	UMLS:C0007832	0
pubchem.compound:4178	UMLS:C4706415	0
pubchem.compound:45255840	UMLS:C0042594	0
pubchem.compound:6918554	UMLS:C0042165	0
pubchem.compound:36811	UMLS:C5681246	0
pubchem.compound:65866	UMLS:C0010278	0
pubchem.compound:9865554	UMLS:C5680502	0
pubchem.compound:47811	UMLS:C0024530	0
pubchem.compound:9279	UMLS:C4748251	0
pubchem.compound:86567195	UMLS:C0752332	0
pubchem.compound:39042	UMLS:C5435656	0
pubchem.compound:5743	UMLS:C1835814	0
pubchem.compound:9883933	UMLS:C0034531	0
pubchem.compound:16362	UMLS:C0162770	0
pubchem.compound:3168	UMLS:C1260899	0
pubchem.compound:16134956	UMLS:C1843355	0
pubchem.compound:24987688	UMLS:C4479476	0
pubchem.compound:3488	UMLS:C5568976	0
CHEMBL:CHEMBL4297830	UMLS:C4016375	0
pubchem.compound:1986	UMLS:C0344730	0
pubchem.compound:46224413	UMLS:C1840235	0
pubchem.compound:25151504	UMLS:C3668822	0
CHEMBL:CHEMBL2364653	UMLS:C0005974	0
pubchem.compound:67479909	UMLS:C0520806	0
CHEMBL:CHEMBL4650518	UMLS:C1834153	0
pubchem.compound:9870652	UMLS:C0007140	0
pubchem.compound:31703	UMLS:C4551488	0
pubchem.compound:90661668	UMLS:C0265554	0
pubchem.compound:52911611	UMLS:C0007273	0
pubchem.compound:154257	UMLS:C0023267	0
pubchem.compound:4020	UMLS:C0027709	0
CHEMBL:CHEMBL4594338	UMLS:C0009376	0
CHEMBL:CHEMBL832	UMLS:C4282400	0
pubchem.compound:3038525	UMLS:C0220765	0
pubchem.compound:337359	UMLS:C0279626	0
pubchem.compound:11626560	UMLS:C1865384	0
pubchem.compound:5280795	UMLS:C0015398	0
pubchem.compound:135565884	UMLS:C0003504	0
pubchem.compound:9853053	UMLS:C0796085	0
pubchem.compound:51349053	UMLS:C0699791	0
CHEMBL:CHEMBL2364648	UMLS:C0206711	0
pubchem.compound:6834	UMLS:C1257877	0
CHEMBL:CHEMBL3707326	UMLS:C4721414	0
pubchem.compound:5556	UMLS:C5561926	0
pubchem.compound:439260	UMLS:C1844020	0
pubchem.compound:56801	UMLS:C4015368	0
pubchem.compound:155434	UMLS:C1867971	0
pubchem.compound:60835	UMLS:C3668822	0
pubchem.compound:3749	UMLS:C3151139	0
pubchem.compound:3151	UMLS:C5677001	0
CHEMBL:CHEMBL2108581	UMLS:C0023269	0
CHEMBL:CHEMBL1201421	UMLS:C5554234	0
CHEMBL:CHEMBL1201476	UMLS:C0887850	0
pubchem.compound:13342	UMLS:C0948089	0
pubchem.compound:153994	UMLS:C0030569	0
pubchem.compound:16102897	UMLS:C4014641	0
pubchem.compound:11622909	UMLS:C0023470	0
pubchem.compound:10133	UMLS:C0023283	0
pubchem.compound:5732	UMLS:C1134719	0
CHEMBL:CHEMBL4594385	UMLS:C0040433	0
pubchem.compound:36462	UMLS:C0270458	0
CHEMBL:CHEMBL2007641	UMLS:C0542514	0
pubchem.compound:2333	UMLS:C1389018	0
CHEMBL:CHEMBL4594618	UMLS:C5830452	0
pubchem.compound:11236066	UMLS:C0020877	0
pubchem.compound:66265	UMLS:C0042594	0
pubchem.compound:70687254	UMLS:C0153460	0
pubchem.compound:65866	UMLS:C0024449	0
pubchem.compound:34312	UMLS:C3539878	0
pubchem.compound:92786	UMLS:C0751837	0
pubchem.compound:25102847	UMLS:C0001969	0
pubchem.compound:2153	UMLS:C0158442	0
pubchem.compound:4890	UMLS:C0221043	0
pubchem.compound:71544786	UMLS:C0015379	0
pubchem.compound:135409453	UMLS:C0887833	0
pubchem.compound:71184	UMLS:C2608079	0
pubchem.compound:16051941	UMLS:C2051831	0
CHEMBL:CHEMBL4297566	UMLS:C0175754	0
pubchem.compound:5282448	UMLS:C0431368	0
CHEMBL:CHEMBL2108131	UMLS:C3899764	0
pubchem.compound:23729157	UMLS:C1835814	0
pubchem.compound:3036505	UMLS:C1141890	0
pubchem.compound:62923	UMLS:C0030354	0
pubchem.compound:4369359	UMLS:C1849394	0
pubchem.compound:4543	UMLS:C1851936	0
CHEMBL:CHEMBL2108481	UMLS:C0001723	0
pubchem.compound:16738693	UMLS:C1832978	0
pubchem.compound:54670351	UMLS:C1856184	0
pubchem.compound:6450830	UMLS:C1335167	0
pubchem.compound:444795	UMLS:C4329780	0
pubchem.compound:71731823	UMLS:C0472813	0
pubchem.compound:86764535	UMLS:C0342154	0
pubchem.compound:11329481	UMLS:C4024853	0
CHEMBL:CHEMBL2108709	UMLS:C1866560	0
pubchem.compound:156391	UMLS:C5569048	0
pubchem.compound:5745	UMLS:C5681191	0
CHEMBL:CHEMBL4297537	UMLS:C5436712	0
pubchem.compound:3059	UMLS:C0014836	0
pubchem.compound:16923	UMLS:C0158450	0
CHEMBL:CHEMBL1201593	UMLS:C0010495	0
pubchem.compound:18340	UMLS:C0345050	0
pubchem.compound:77991	UMLS:C0006012	0
pubchem.compound:5464092	UMLS:C0027726	0
pubchem.compound:10257882	UMLS:C0280803	0
pubchem.compound:9966051	UMLS:C0348371	0
pubchem.compound:52938427	UMLS:C1833683	0
pubchem.compound:3354	UMLS:C0034194	0
pubchem.compound:3002977	UMLS:C0281361	0
pubchem.compound:6914273	UMLS:C0340279	0
pubchem.compound:134129852	UMLS:C0024433	0
pubchem.compound:118161062	UMLS:C1836508	0
pubchem.compound:4037	UMLS:C5681844	0
pubchem.compound:10161381	UMLS:C1861863	0
pubchem.compound:11552706	UMLS:C0349788	0
CHEMBL:CHEMBL4297711	UMLS:C0003850	0
pubchem.compound:23666110	UMLS:C0026884	0
CHEMBL:CHEMBL289228	UMLS:C4273714	0
pubchem.compound:44462760	UMLS:C4751168	0
pubchem.compound:5362129	UMLS:C0868847	0
pubchem.compound:443967	UMLS:C1836653	0
CHEMBL:CHEMBL2108426	UMLS:C0154830	0
pubchem.compound:65157	UMLS:C2675459	0
pubchem.compound:9823820	UMLS:C0154860	0
pubchem.compound:5365247	UMLS:C3281153	0
CHEMBL:CHEMBL1201567	UMLS:C0027765	0
CHEMBL:CHEMBL4297715	UMLS:C0876994	0
pubchem.compound:23674541	UMLS:C0085159	0
pubchem.compound:7028	UMLS:C0037315	0
CHEMBL:CHEMBL3137343	UMLS:C0265535	0
pubchem.compound:5563	UMLS:C0007134	0
pubchem.compound:9868491	UMLS:C1292772	0
pubchem.compound:2249	UMLS:C5394553	0
pubchem.compound:5002	UMLS:C4479476	0
CHEMBL:CHEMBL3989986	UMLS:C0575081	0
pubchem.compound:638793	UMLS:C2750027	0
pubchem.compound:5359	UMLS:C0157721	0
pubchem.compound:3114	UMLS:C1838703	0
CHEMBL:CHEMBL1201668	UMLS:C0221480	0
CHEMBL:CHEMBL1201560	UMLS:C0265341	0
pubchem.compound:3152	UMLS:C0020649	0
CHEMBL:CHEMBL4594503	UMLS:C0472792	0
pubchem.compound:6918092	UMLS:C0796147	0
pubchem.compound:3081361	UMLS:C0013604	0
pubchem.compound:5312125	UMLS:C1449563	0
CHEMBL:CHEMBL2109616	UMLS:C0035220	0
pubchem.compound:5206	UMLS:C4310691	0
pubchem.compound:2284	UMLS:C5231424	0
pubchem.compound:5732	UMLS:C0751157	0
pubchem.compound:219024	UMLS:C0342154	0
pubchem.compound:16203739	UMLS:C4310808	0
pubchem.compound:60795	UMLS:C0018566	0
pubchem.compound:5311497	UMLS:C1848702	0
pubchem.compound:3348	UMLS:C1387923	0
CHEMBL:CHEMBL2108427	UMLS:C0015310	0
pubchem.compound:10174505	UMLS:C0011303	0
pubchem.compound:2088	UMLS:C0025990	0
pubchem.compound:71353	UMLS:C0086981	0
CHEMBL:CHEMBL2108675	UMLS:C1850343	0
pubchem.compound:50905713	UMLS:C0031572	0
pubchem.compound:3784	UMLS:C0020476	0
pubchem.compound:25151504	UMLS:C0038356	0
CHEMBL:CHEMBL4594503	UMLS:C0206686	0
pubchem.compound:54684461	UMLS:C3151228	0
pubchem.compound:11561674	UMLS:C0041657	0
pubchem.compound:179344	UMLS:C1847014	0
pubchem.compound:54676228	UMLS:C0281267	0
pubchem.compound:3652	UMLS:C5190706	0
pubchem.compound:387447	UMLS:C5680453	0
pubchem.compound:5832	UMLS:C5190706	0
pubchem.compound:17513	UMLS:C0268616	0
CHEMBL:CHEMBL4297840	UMLS:C0025500	0
pubchem.compound:11243969	UMLS:C0007370	0
CHEMBL:CHEMBL2109204	UMLS:C0751422	0
pubchem.compound:25151504	UMLS:C0476273	0
pubchem.compound:135413520	UMLS:C0002736	0
pubchem.compound:46908928	UMLS:C4014563	0
CHEMBL:CHEMBL4297240	UMLS:C2750027	0
CHEMBL:CHEMBL1201621	UMLS:C3541994	0
CHEMBL:CHEMBL1201605	UMLS:C3551954	0
CHEMBL:CHEMBL4297843	UMLS:C0270914	0
pubchem.compound:16231	UMLS:C0266617	0
pubchem.compound:46188928	UMLS:C0001973	0
pubchem.compound:12947	UMLS:C0011615	0
pubchem.compound:5281025	UMLS:C5779546	0
CHEMBL:CHEMBL3545262	UMLS:C1853242	0
pubchem.compound:5920	UMLS:C0003873	0
pubchem.compound:11949652	UMLS:C0220993	0
pubchem.compound:16052011	UMLS:C0266642	0
pubchem.compound:54679224	UMLS:C0027720	0
pubchem.compound:2318	UMLS:C0019562	0
pubchem.compound:1775	UMLS:C0020623	0
pubchem.compound:60835	UMLS:C0007131	0
pubchem.compound:2333	UMLS:C0206655	0
pubchem.compound:4062	UMLS:C0019202	0
pubchem.compound:119182	UMLS:C0342151	0
CHEMBL:CHEMBL1201497	UMLS:C0078917	0
pubchem.compound:1548953	UMLS:C0004782	0
pubchem.compound:45138699	UMLS:C3151037	0
pubchem.compound:135400182	UMLS:C1298820	0
pubchem.compound:4595	UMLS:C0027720	0
pubchem.compound:9854073	UMLS:C1854021	0
pubchem.compound:208898	UMLS:C3553450	0
pubchem.compound:444036	UMLS:C2317073	0
CHEMBL:CHEMBL2109379	UMLS:C1839546	0
pubchem.compound:216239	UMLS:C0085207	0
pubchem.compound:36462	UMLS:C0033847	0
CHEMBL:CHEMBL2109616	UMLS:C0268125	0
pubchem.compound:38101	UMLS:C0040053	0
pubchem.compound:2733	UMLS:C0041948	0
pubchem.compound:59227	UMLS:C1842180	0
pubchem.compound:501391	UMLS:C4275179	0
pubchem.compound:439302	UMLS:C1861537	0
pubchem.compound:10133	UMLS:C0026106	0
pubchem.compound:18340	UMLS:C4048270	0
pubchem.compound:1986	UMLS:C0001815	0
pubchem.compound:169870	UMLS:C2676498	0
pubchem.compound:66599893	UMLS:C3279699	0
pubchem.compound:5210	UMLS:C0334287	0
pubchem.compound:86567195	UMLS:C0796204	0
pubchem.compound:45138699	UMLS:C5193097	0
pubchem.compound:30668	UMLS:C0033847	0
pubchem.compound:157313	UMLS:C0026837	0
pubchem.compound:9887712	UMLS:C0278883	0
pubchem.compound:153994	UMLS:C4014408	0
pubchem.compound:185460	UMLS:C0026650	0
pubchem.compound:119182	UMLS:C0009405	0
CHEMBL:CHEMBL1201497	UMLS:C0280803	0
pubchem.compound:452548	UMLS:C0024314	0
pubchem.compound:86567195	UMLS:C2750414	0
pubchem.compound:3019	UMLS:C0013374	0
pubchem.compound:71602803	UMLS:C0751617	0
pubchem.compound:59227	UMLS:C0020473	0
pubchem.compound:130904	UMLS:C3551954	0
pubchem.compound:135413520	UMLS:C1864900	0
CHEMBL:CHEMBL3545168	UMLS:C0751495	0
pubchem.compound:86705695	UMLS:C0522224	0
pubchem.compound:24828759	UMLS:C0036857	0
CHEMBL:CHEMBL5314348	UMLS:C2931838	0
CHEMBL:CHEMBL1201568	UMLS:C0032617	0
CHEMBL:CHEMBL2108730	UMLS:C0036457	0
pubchem.compound:60834	UMLS:C3151057	0
pubchem.compound:3394	UMLS:C3553450	0
pubchem.compound:71731823	UMLS:C0157916	0
CHEMBL:CHEMBL1743085	UMLS:C1857811	0
CHEMBL:CHEMBL1201509	UMLS:C1514422	0
pubchem.compound:31703	UMLS:C0003850	0
pubchem.compound:4261	UMLS:C0393598	0
pubchem.compound:148195	UMLS:C2938915	0
pubchem.compound:3034010	UMLS:C0752347	0
CHEMBL:CHEMBL4297788	UMLS:C3711384	0
pubchem.compound:11477084	UMLS:C5676969	0
pubchem.compound:92337	UMLS:C0334287	0
pubchem.compound:31401	UMLS:C1854912	0
pubchem.compound:86705695	UMLS:C3241937	0
pubchem.compound:60750	UMLS:C5436685	0
pubchem.compound:44126305	UMLS:C1835814	0
pubchem.compound:25025298	UMLS:C0156257	0
CHEMBL:CHEMBL3990033	UMLS:C0730292	0
pubchem.compound:3715	UMLS:C0919532	0
CHEMBL:CHEMBL3545132	UMLS:C1852767	0
pubchem.compound:441358	UMLS:C0029401	0
pubchem.compound:6450830	UMLS:C3808494	0
CHEMBL:CHEMBL1201657	UMLS:C1836806	0
CHEMBL:CHEMBL2109667	UMLS:C3805375	0
CHEMBL:CHEMBL3833346	UMLS:C1960469	0
pubchem.compound:446541	UMLS:C0338106	0
pubchem.compound:6917964	UMLS:C0162820	0
CHEMBL:CHEMBL1201825	UMLS:C0043094	0
pubchem.compound:443872	UMLS:C0221026	0
pubchem.compound:45138699	UMLS:C1858674	0
pubchem.compound:175805	UMLS:C0338585	0
pubchem.compound:3038	UMLS:C0687120	0
pubchem.compound:4932	UMLS:C0029928	0
pubchem.compound:67462786	UMLS:C0751955	0
pubchem.compound:121396	UMLS:C3280030	0
pubchem.compound:23663996	UMLS:C0040997	0
pubchem.compound:4197	UMLS:C0024299	0
pubchem.compound:4943	UMLS:C0023891	0
CHEMBL:CHEMBL1201560	UMLS:C0023434	0
pubchem.compound:64737	UMLS:C4748839	0
pubchem.compound:49831411	UMLS:C1168401	0
pubchem.compound:3394	UMLS:C0027720	0
pubchem.compound:55182	UMLS:C4225493	0
pubchem.compound:3152	UMLS:C1852372	0
pubchem.compound:28417	UMLS:C2932714	0
pubchem.compound:6918289	UMLS:C1257806	0
CHEMBL:CHEMBL1743058	UMLS:C0036529	0
CHEMBL:CHEMBL3408947	UMLS:C0027059	0
pubchem.compound:65999	UMLS:C1854301	0
CHEMBL:CHEMBL3544910	UMLS:C0266463	0
pubchem.compound:4946	UMLS:C5551904	0
pubchem.compound:11372270	UMLS:C0236038	0
pubchem.compound:60852	UMLS:C4477100	0
pubchem.compound:657180	UMLS:C1721006	0
pubchem.compound:10343454	UMLS:C0022521	0
pubchem.compound:44126305	UMLS:C0751036	0
pubchem.compound:4168	UMLS:C0947622	0
pubchem.compound:644241	UMLS:C5779548	0
pubchem.compound:14219	UMLS:C0264490	0
pubchem.compound:9853053	UMLS:C0265210	0
pubchem.compound:11347535	UMLS:C0040136	0
pubchem.compound:16041424	UMLS:C4024448	0
pubchem.compound:71731823	UMLS:C0151904	0
pubchem.compound:71717200	UMLS:C0036220	0
pubchem.compound:441347	UMLS:C0003723	0
pubchem.compound:5755	UMLS:C5193002	0
