"feature","geneName","avgLog2CPM","avgLog2FC","P.Value","FDR","DE","chromosome","startPos","endPos","geneStrand","geneLength","exonLength","geneGC","exonGC","intronGC","geneType","avgCPM","avgFC"
"ENSMUSG00000028580","Pum1",5.58627086047215,-0.141852807741328,0.002192176335556,0.007392742234518,-1,"4",130390632,130508875,"+",118244,5986,0.428254,0.481624,0.425408,"protein_coding",48.0435502664588,0.906354405173335
"ENSMUSG00000036427","Gpi1",9.13505466279633,-0.184413475377026,0.002195157191115,0.007400998304623,-1,"7",33900755,33929761,"-",29007,6432,0.508688,0.525342,0.503943,"protein_coding",562.24482335369,0.88000676810166
"ENSMUSG00000097536","2610037D02Rik",2.3086005990795,-1.0900093709557,0.002197499658527,0.007407098557877,-1,"15",96032700,96182376,"-",149677,5013,0.434505,0.423499,0.434887,"lncRNA",4.95402311157256,0.46975832330468
"ENSMUSG00000030724","Cd19",0.804360911138745,-0.799960521008663,0.00219839509544,0.007408319538211,-1,"7",126007622,126014061,"-",6440,3062,0.517938,0.534291,0.503109,"protein_coding",1.74637200797309,0.574364894636102
"ENSMUSG00000111770","Gm48811",0.663089120106754,0.935309211580874,0.002199748134024,0.007411081613514,1,"9",84558629,84559055,"-",427,426,0.422535,0.422535,0,"processed_pseudogene",1.58346954494095,1.91230045297083
"ENSMUSG00000022450","Ndufa6",7.58350255044286,-0.452463452379382,0.002214539640472,0.007459106367205,-1,"15",82234341,82238523,"-",4183,1797,0.487805,0.508625,0.472117,"protein_coding",191.805801876501,0.73079392572899
"ENSMUSG00000026201","Stk16",7.04919950633822,-0.234406085933852,0.00221785644766,0.007468467640278,-1,"1",75187482,75192250,"+",4769,4513,0.51594,0.514957,0.533333,"protein_coding",132.440403988156,0.850034860852489
"ENSMUSG00000049690","Nckap5",2.47942467970057,-0.603169690893594,0.002231157996894,0.007511439110453,-1,"1",125841357,126758536,"-",917180,12078,0.423385,0.464315,0.422839,"protein_coding",5.57675031625996,0.658306026017699
"ENSMUSG00000034377","Tulp4",5.80204654358974,-0.137082676221024,0.002235577453776,0.007524494462878,-1,"17",6156712,6301403,"+",144692,18033,0.443524,0.482837,0.437927,"protein_coding",55.7943273132635,0.909356138026726
"ENSMUSG00000038646","Ramac",5.45355197039523,-0.277359277569468,0.002236562956439,0.007525988306313,-1,"7",81412673,81419239,"+",6567,1737,0.413798,0.440415,0.404224,"protein_coding",43.8210446001515,0.825099906452164
"ENSMUSG00000032418","Me1",8.69261936624461,-0.296514919064356,0.002239260853467,0.007531418614879,-1,"9",86463424,86578006,"-",114583,3831,0.416435,0.473767,0.414452,"protein_coding",413.751108314419,0.814216905222703
"ENSMUSG00000037824","Tspan14",5.61536506809761,0.523433148628742,0.002239191634837,0.007531418614879,1,"14",40628402,40688764,"-",60363,2641,0.479905,0.519879,0.478076,"protein_coding",49.0222592204611,1.43737166212725
"ENSMUSG00000103706","6820402A03Rik",0.899438693293468,-1.21366888403328,0.002244313488354,0.007546585577731,-1,"1",66832804,66835457,"-",2654,2653,0.363739,0.363739,0,"TEC",1.86534009743181,0.431170720050422
"ENSMUSG00000074916","Chst14",2.0071571824038,0.52332876176008,0.002247146158701,0.00755428229591,1,"2",118756977,118759066,"+",2090,2089,0.562949,0.562949,0,"protein_coding",4.01989322737547,1.43726766419658
"ENSMUSG00000010110","Stx5a",6.09600785879198,-0.170056130148952,0.002249346257785,0.007559849275682,-1,"19",8718777,8733433,"+",14657,5804,0.442549,0.481909,0.416742,"protein_coding",68.4039560533255,0.888808100121963
"ENSMUSG00000032096","Arcn1",6.86804134017663,-0.244846115839904,0.002252691430044,0.007569261119477,-1,"9",44652861,44679142,"-",26282,14905,0.412998,0.418182,0.406206,"protein_coding",116.811729705497,0.843905806012084
"ENSMUSG00000081979","Rps8-ps3",0.620566772409198,-0.890193743923902,0.002254218298733,0.007572560213395,-1,"6",52095222,52095871,"+",650,649,0.494607,0.494607,0,"processed_pseudogene",1.53747907160955,0.539541656689618
"ENSMUSG00000005907","Pex1",4.79430797025478,-0.177069180688859,0.002255392817235,0.007574674354041,-1,"5",3646066,3687232,"+",41167,10333,0.424064,0.445176,0.416988,"protein_coding",27.7479247140931,0.884498020512226
"ENSMUSG00000016458","Wt1",3.04571723268218,-0.315467208634144,0.002255987024772,0.007574838985545,-1,"2",104956874,105003961,"+",47088,6185,0.458067,0.522393,0.44834,"protein_coding",8.25756964680411,0.803590710291026
"ENSMUSG00000021591","Glrx",4.7182345373097,-0.229532333141156,0.002262660004492,0.007595409060743,-1,"13",75987987,75998273,"+",10287,5491,0.451001,0.464761,0.435245,"protein_coding",26.3226810996335,0.852911328372296
"ENSMUSG00000021460","Auh",6.24195545619811,-0.219364036219788,0.002267966319483,0.007610234811744,-1,"13",52989155,53083717,"-",94563,9564,0.48565,0.4977,0.484294,"protein_coding",75.6860471417602,0.858943989679617
"ENSMUSG00000032966","Fkbp1a",6.99360099443734,0.203459330282986,0.002268172042279,0.007610234811744,1,"2",151384403,151403612,"+",19210,3852,0.459316,0.516874,0.444879,"protein_coding",127.433519286892,1.15145603756604
"ENSMUSG00000021749","Oit1",1.1590847324371,0.696252341219492,0.00227234908578,0.007620569200537,1,"14",14091019,14120836,"+",29818,1558,0.481839,0.522465,0.479599,"protein_coding",2.23315707800653,1.62029032682124
"ENSMUSG00000037742","Eef1a1",12.0640136354123,0.263719376646126,0.002272032682462,0.007620569200537,1,"9",78385731,78396433,"-",10703,2488,0.468604,0.453376,0.473216,"protein_coding",4281.83543936418,1.20056987797902
"ENSMUSG00000000318","Clec10a",2.36418683462906,0.479606845649663,0.002277415937371,0.007635718396194,1,"11",70047023,70061660,"+",14638,2889,0.472843,0.503634,0.465271,"protein_coding",5.14862371286422,1.39436363119754
"ENSMUSG00000006932","Ctnnb1",8.8785697655554,-0.305847600908616,0.002281900703276,0.007648909136627,-1,"9",120758282,120789573,"+",31292,5174,0.463392,0.501353,0.455872,"protein_coding",470.669241697832,0.808966799056601
"ENSMUSG00000022255","Mtdh",7.65730207369766,-0.35730131081256,0.00228731742493,0.007665216667142,-1,"15",34082840,34145770,"+",62931,15335,0.380025,0.392827,0.375901,"protein_coding",201.872708550559,0.78062344023646
"ENSMUSG00000028545","Bend5",5.94123451143724,0.348631128050603,0.00229196353539,0.007678934497397,1,"4",111272203,111317495,"+",45293,2097,0.451603,0.527897,0.447899,"protein_coding",61.4454599121148,1.27335185984842
"ENSMUSG00000027298","Tyro3",2.25034692354935,0.492002586323761,0.002298688135062,0.007699607750375,1,"2",119628214,119648585,"+",20372,6177,0.527662,0.568885,0.509722,"protein_coding",4.75797246771859,1.40639572116072
"ENSMUSG00000024170","Telo2",4.06164183319349,-0.328071567174567,0.002302590854975,0.007710821243436,-1,"17",25318544,25334941,"-",16398,7990,0.525462,0.537422,0.514095,"protein_coding",16.6984447296104,0.79660057867089
"ENSMUSG00000017291","Taok1",5.71484287500805,-0.245902844461813,0.002307324500196,0.007724811230293,-1,"11",77419988,77498641,"-",78654,12401,0.377455,0.404887,0.372321,"protein_coding",52.5217424702561,0.843287897948551
"ENSMUSG00000043448","Gjc2",1.26721888217967,0.529133903033114,0.002316844007956,0.007753794055738,1,"11",59066394,59074039,"-",7646,2247,0.546501,0.620383,0.515747,"protein_coding",2.40697120411014,1.44306261779575
"ENSMUSG00000059273","Zc3h4",5.6443988282405,0.238515666526807,0.002317097518312,0.007753794055738,1,"7",16134835,16171621,"+",36787,9131,0.497445,0.543643,0.482191,"protein_coding",50.0188099533871,1.17977820833442
"ENSMUSG00000017679","Ttpal",4.27597524561785,0.195700589868807,0.002318220947071,0.007755685489671,1,"2",163444234,163460933,"+",16700,5945,0.488472,0.490496,0.487354,"protein_coding",19.3729969301416,1.14528018726012
"ENSMUSG00000116953","9030025P20Rik",1.53438155400681,-0.411728488848112,0.002326429060252,0.007781272355114,-1,"17",15198730,15211834,"+",13105,3986,0.443758,0.489714,0.423667,"protein_coding",2.89664232739348,0.751722197726138
"ENSMUSG00000023034","Nr4a1",3.18159038508838,0.663303151252868,0.002330438361316,0.007792806400028,1,"15",101152150,101172676,"+",20527,3499,0.545016,0.556159,0.542726,"protein_coding",9.07306745739924,1.58370447812699
"ENSMUSG00000024474","Ik",6.71866041916572,-0.169731256855398,0.002333934979346,0.007802620934318,-1,"18",36877709,36890692,"+",12984,3613,0.425248,0.443952,0.418036,"protein_coding",105.321810682935,0.889008268917285
"ENSMUSG00000016028","Celsr1",4.48776491046089,0.435675215360837,0.002337143075433,0.007811466415702,1,"15",85783130,85918404,"-",135275,11597,0.511177,0.591705,0.503626,"protein_coding",22.43633167509,1.35254370732354
"ENSMUSG00000078451","Ppil6",2.43807294094672,-0.357298727717413,0.002338773242029,0.007815034974688,-1,"10",41366435,41390282,"+",23848,1161,0.448694,0.45478,0.448382,"protein_coding",5.41917389000691,0.780624837916752
"ENSMUSG00000026245","Farsb",5.5107899228515,0.178946853854223,0.002339384176154,0.007815196860661,1,"1",78394612,78465534,"-",70923,2601,0.418798,0.46905,0.416885,"protein_coding",45.594563945049,1.132057198505
"ENSMUSG00000094410","Gm38394",2.24401062320153,-0.621754233205211,0.002341230417308,0.007819484475501,-1,"1",133547678,133589056,"-",41379,10139,0.418483,0.442154,0.410801,"protein_coding",4.73712132880515,0.649880230560038
"ENSMUSG00000025348","Itga7",4.42353793713686,0.306832438729046,0.002344172521097,0.007827429225696,1,"10",128769687,128794151,"+",24465,8067,0.499877,0.511962,0.493932,"protein_coding",21.4594015323762,1.23698880074628
"ENSMUSG00000018363","Smurf2",5.36862758906589,-0.241082782283504,0.002346951734978,0.007833679925651,-1,"11",106710892,106811541,"-",100650,6142,0.398355,0.460762,0.394299,"protein_coding",41.3159687111147,0.846110045153706
"ENSMUSG00000041645","Ddx24",6.63683238418114,-0.251373708878525,0.002347172126852,0.007833679925651,-1,"12",103374241,103392089,"-",17849,8233,0.45669,0.45512,0.458034,"protein_coding",99.5143301043852,0.840096109535555
"ENSMUSG00000032537","Ephb1",2.60364896938347,-0.450485612813528,0.002349181961817,0.007837922698798,-1,"9",101799327,102231892,"-",432566,6984,0.459968,0.491982,0.459443,"protein_coding",6.07822031812966,0.731796482972174
"ENSMUSG00000049115","Agtr1a",5.16054090491168,0.230776971572532,0.002349571616561,0.007837922698798,1,"13",30520424,30566850,"+",46427,2780,0.430535,0.466187,0.428264,"protein_coding",35.7665957570046,1.17346675624237
"ENSMUSG00000026766","Mmadhc",6.10616126630668,0.230435351093106,0.00235162920167,0.007842903535285,1,"2",50169893,50186813,"-",16921,2004,0.385579,0.49501,0.370877,"protein_coding",68.887067840823,1.17318892010558
"ENSMUSG00000032459","Mrps22",4.13836034069542,0.283484559467689,0.002366306203692,0.007889958817878,1,"9",98470783,98483713,"-",12931,3984,0.448337,0.470131,0.438632,"protein_coding",17.610455748929,1.21713108906099
"ENSMUSG00000053754","Chd8",6.94782218457592,-0.336940264523871,0.002381779656405,0.007939646484187,-1,"14",52435608,52495237,"-",59630,16490,0.419091,0.455488,0.405179,"protein_coding",123.453350784562,0.791718646680718
"ENSMUSG00000090115","Usp49",2.71658684761899,0.279041188228744,0.002388104215261,0.007958819852923,1,"17",47941615,47997663,"+",56049,8574,0.444637,0.498834,0.434849,"protein_coding",6.57315883775356,1.21338820138627
"ENSMUSG00000030067","Foxp1",5.60566228683962,-0.528764628250176,0.002394624858113,0.007976724473417,-1,"6",98902299,99499682,"-",597384,13717,0.444042,0.470876,0.443411,"protein_coding",48.6936683989393,0.69314801880429
"ENSMUSG00000031842","Pde4c",7.03330776737716,-0.286201654150346,0.002394283172626,0.007976724473417,-1,"8",71176369,71203835,"+",27467,5584,0.509066,0.575394,0.49214,"protein_coding",130.989536893308,0.820058278714788
"ENSMUSG00000063077","Kif1b",6.44420745120465,-0.19945120199399,0.002402180790758,0.00799997600834,-1,"4",149260776,149392150,"-",131375,17758,0.428814,0.453486,0.424958,"protein_coding",87.0762547157151,0.870881781800375
"ENSMUSG00000029501","Ankle2",4.71905385168488,0.246588324415652,0.002403898841543,0.008003779176709,1,"5",110378870,110404517,"+",25648,5507,0.422116,0.457055,0.412562,"protein_coding",26.3376341392207,1.18639820852089
"ENSMUSG00000116288","Gm41349",0.753562431134202,-0.705453430259323,0.002409142524287,0.008019316299099,-1,"15",75967424,75969517,"+",2094,1129,0.484472,0.512843,0.451245,"lncRNA",1.68595079470166,0.613249717686102
"ENSMUSG00000031931","Ankrd49",4.07302003868935,-0.402225739562284,0.002411614566572,0.008025622224659,-1,"9",14690914,14696152,"-",5239,5238,0.40168,0.40168,0,"protein_coding",16.8306622395148,0.756689987378114
"ENSMUSG00000043733","Ptpn11",6.45707551376292,-0.204256756257782,0.002413342708751,0.008029450094681,-1,"5",121268596,121329460,"-",60865,7477,0.481927,0.507022,0.478412,"protein_coding",87.8564020731056,0.867985738539843
"ENSMUSG00000042444","Mindy2",6.43965446158347,-0.237989301607347,0.002417821820712,0.008040911639689,-1,"9",70506296,70564456,"-",58161,8591,0.399622,0.419858,0.396115,"protein_coding",86.8018846359955,0.847926252458431
"ENSMUSG00000092416","Zfp141",2.84714748242936,0.329990152421659,0.002417945072018,0.008040911639689,1,"7",42122810,42155164,"-",32355,4860,0.404494,0.402675,0.404816,"protein_coding",7.19576206096887,1.25700479440262
"ENSMUSG00000024787","Snx15",4.48006295724298,0.280078551480455,0.002419366154977,0.008043712217575,1,"19",6169429,6178334,"-",8906,2284,0.480292,0.553853,0.454916,"protein_coding",22.316872518222,1.21426099635884
"ENSMUSG00000084846","A730011C13Rik",1.9072383413169,-0.548391641414258,0.002420608736208,0.008045918129397,-1,"3",94901721,94904661,"-",2941,2232,0.457483,0.460125,0.449153,"lncRNA",3.75090400503578,0.683782003775072
"ENSMUSG00000063455","D630045J12Rik",6.1857503823551,0.337449365073539,0.002425122570916,0.008058993781464,1,"6",38100109,38230944,"-",130836,13430,0.465976,0.495905,0.462553,"protein_coding",72.7941385237168,1.26352075712078
"ENSMUSG00000030798","Cd37",1.86875147588984,0.385439430774507,0.002430142992799,0.008073746231934,1,"7",44883056,44888539,"-",5484,3515,0.54514,0.558464,0.521341,"protein_coding",3.65216381029022,1.30625759976762
"ENSMUSG00000001082","Mfsd10",3.98369708933396,0.368489144360936,0.002435850563335,0.008090774020314,1,"5",34790986,34794556,"-",3571,2887,0.579552,0.580187,0.576867,"protein_coding",15.8202126750238,1.29100012860455
"ENSMUSG00000026491","Ahctf1",5.41119816322146,0.186255606101572,0.002437015594389,0.008091599392589,1,"1",179572459,179631245,"-",58787,15081,0.396914,0.42106,0.388583,"protein_coding",42.5532720194841,1.13780679825968
"ENSMUSG00000041638","Gcn1",7.06824757608576,0.229557279681933,0.002437263815891,0.008091599392589,1,"5",115703313,115760713,"+",57401,17759,0.526098,0.546202,0.517091,"protein_coding",134.200624611993,1.17247509618889
"ENSMUSG00000000386","Mx1",1.92556789811516,0.651065572783321,0.002443362851207,0.008109292502007,1,"16",97248235,97264107,"-",15873,3767,0.461568,0.475179,0.457332,"polymorphic_pseudogene",3.79886356269386,1.57032760961163
"ENSMUSG00000016481","Cr1l",5.41935383425218,0.215199939618137,0.002443760450979,0.008109292502007,1,"1",194779690,194813894,"-",34205,10339,0.370775,0.393268,0.361031,"protein_coding",42.7945103139553,1.16086478468038
"ENSMUSG00000010607","Pigyl",4.6423875955412,-0.331800408438206,0.002445415970767,0.008112548753854,-1,"9",22068142,22069654,"+",1513,774,0.573413,0.594315,0.551491,"protein_coding",24.9745641496244,0.794544314781421
"ENSMUSG00000022329","Stk3",4.16054789178166,-0.347046064873485,0.002445909509853,0.008112548753854,-1,"15",34875642,35179067,"-",303426,6101,0.395814,0.40141,0.3957,"protein_coding",17.883384486258,0.786192188829601
"ENSMUSG00000024776","Stambpl1",1.7251859577873,0.444888386671493,0.002455752422432,0.008141308555778,1,"19",34169629,34217733,"+",48105,5543,0.415038,0.448854,0.410634,"protein_coding",3.30622740502387,1.36120880323636
"ENSMUSG00000057054","Inca1",2.31394326649953,-0.40215648044751,0.002455224352248,0.008141308555778,-1,"11",70579187,70590981,"-",11795,1369,0.438019,0.531775,0.425707,"protein_coding",4.97240313367905,0.7567263144848
"ENSMUSG00000047409","Ctdspl",6.78681381608608,0.200742340227978,0.002458634987741,0.008148920448395,1,"9",118755521,118873066,"+",117546,5181,0.484521,0.535225,0.482183,"protein_coding",110.416641599108,1.14928957101806
"ENSMUSG00000114613","Gm10732",2.83242554112085,-0.568903682054759,0.002461449716637,0.008156303926293,-1,"13",118739954,118795279,"-",55326,1294,0.374099,0.438176,0.372564,"lncRNA",7.12270648842741,0.674128870903142
"ENSMUSG00000039217","Il18",1.55086848266966,-0.496171539094388,0.002463729872771,0.008161912935688,-1,"9",50466127,50493140,"+",27014,1023,0.408692,0.44868,0.407118,"protein_coding",2.92993464166662,0.708985713122273
"ENSMUSG00000027870","Hao2",7.94188841753002,0.432793327561657,0.002469017293154,0.008177479444835,1,"3",98781837,98800555,"-",18719,2040,0.412865,0.417157,0.41234,"protein_coding",245.893266295404,1.34984460006896
"ENSMUSG00000047986","Palm3",4.74776493352905,0.382262146566968,0.002470690006207,0.008179659992496,1,"8",84748100,84756924,"+",8825,3606,0.528898,0.554354,0.511307,"protein_coding",26.8670298202812,1.30338396073401
"ENSMUSG00000078317","F8a",3.8168198718126,0.344258169538875,0.002470853101231,0.008179659992496,1,"X",72271897,72274401,"+",2505,2504,0.514776,0.514776,0,"protein_coding",14.092150395884,1.26949804171905
"ENSMUSG00000024121","Atp6v0c",6.83123659686083,0.648022481873148,0.002473230720652,0.008184965908794,1,"17",24382840,24388676,"-",5837,3378,0.540096,0.55299,0.522376,"protein_coding",113.869423822615,1.5670187929493
"ENSMUSG00000079038","D130040H23Rik",1.3629785918354,0.493318058374528,0.002473634075934,0.008184965908794,1,"8",69723732,69766859,"+",43128,4487,0.398497,0.411411,0.396998,"protein_coding",2.57215679832031,1.40767867974232
"ENSMUSG00000004934","Pias4",5.65732040094994,-0.332688812619113,0.002484253908023,0.008212282607201,-1,"10",80989100,81003757,"-",14658,3685,0.563963,0.579919,0.558604,"protein_coding",50.4688182633547,0.794055189097741
"ENSMUSG00000029559","2210016L21Rik",6.11510176203248,-0.281279389056305,0.002484188871154,0.008212282607201,-1,"5",115080217,115087842,"+",7626,3297,0.517902,0.55505,0.489603,"protein_coding",69.3152919692321,0.82286097645342
"ENSMUSG00000032105","Pdzd3",7.02590050362853,-0.222062738333824,0.002484083612946,0.008212282607201,-1,"9",44158604,44162768,"-",4165,2183,0.544669,0.552451,0.536093,"protein_coding",130.318717747563,0.857338752819572
"ENSMUSG00000051510","Mafg",7.25513932656281,0.21113778213645,0.00248375730121,0.008212282607201,1,"11",120515943,120524426,"-",8484,5607,0.556525,0.550205,0.568846,"protein_coding",152.761727178373,1.15760076640371
"ENSMUSG00000027978","Prss12",0.847920825958806,-0.444270021574072,0.002485927498419,0.008215093016586,-1,"3",123240562,123300246,"+",59685,2591,0.412137,0.565419,0.405181,"protein_coding",1.79990507941156,0.734956097488555
"ENSMUSG00000030972","Acsm5",6.64848432489967,-0.353631319589523,0.00248628660823,0.008215093016586,-1,"7",119118686,119144774,"+",26089,3778,0.453044,0.489677,0.44684,"protein_coding",100.321312988384,0.782611752450868
"ENSMUSG00000037166","Ppp1r14a",2.66132186703964,-0.515335868708615,0.002488087467454,0.008219088747696,-1,"7",28988733,28993226,"+",4494,1362,0.563321,0.585903,0.553497,"protein_coding",6.32612414148819,0.699630035452799
"ENSMUSG00000105378","Gm42515",0.841636457586539,-1.3536522885345,0.002489350380305,0.008221305962432,-1,"3",126531146,126534728,"+",3583,3582,0.389726,0.389726,0,"TEC",1.79208175842408,0.391300188806038
"ENSMUSG00000022760","Thap7",5.2827463706997,-0.281342557249124,0.002492936863731,0.008231194102822,-1,"16",17345846,17349000,"-",3155,1879,0.553583,0.607238,0.47451,"protein_coding",38.9282711898441,0.822824948393831
"ENSMUSG00000074243","Gm10651",0.715836186696998,-1.08048807828934,0.002497481884028,0.008244241695579,-1,"7",27648580,27649188,"-",609,608,0.524671,0.524671,0,"processed_pseudogene",1.64243489780546,0.472868820005824
"ENSMUSG00000052681","Rap1b",6.6937908665481,-0.237394603404696,0.002501152725185,0.008254398091147,-1,"10",117649776,117681940,"-",32165,2875,0.421589,0.40487,0.423231,"protein_coding",103.521804954548,0.848275851056687
"ENSMUSG00000021978","Extl3",5.38538922926791,0.304091926740207,0.002503595282386,0.008260496996787,1,"14",65289509,65387304,"-",97796,6055,0.468132,0.542031,0.463255,"protein_coding",41.7987886934385,1.23464127419924
"ENSMUSG00000039976","Tbc1d16",4.82625457985014,-0.442832762720052,0.002506797618829,0.008267136509854,-1,"11",119033871,119119325,"-",85455,7106,0.520338,0.56403,0.516376,"protein_coding",28.3692200021663,0.735688649049473
"ENSMUSG00000089726","Mir17hg",1.39970632337186,0.625335526776257,0.002506594562924,0.008267136509854,1,"14",115280311,115284159,"+",3849,3534,0.393971,0.400962,0.315287,"lncRNA",2.63847867518445,1.54256953822557
"ENSMUSG00000027201","Myef2",4.94477312368174,0.23207071732937,0.002513635610309,0.008287720258575,1,"2",124926548,124965581,"-",39034,5917,0.378551,0.395133,0.375589,"protein_coding",30.7981785175016,1.17451954183482
"ENSMUSG00000056602","Fry",4.1026903125848,0.256759940441847,0.002516984375685,0.00829482469539,1,"5",150042110,150421218,"+",379109,29664,0.443858,0.471278,0.44153,"protein_coding",17.1803832268972,1.19479237891865
"ENSMUSG00000060121","Gemin2",2.88940495587432,0.245110154371044,0.002516756386583,0.00829482469539,1,"12",59060179,59075256,"+",15078,2405,0.40983,0.444491,0.403251,"protein_coding",7.40964773217356,1.18518326001164
"ENSMUSG00000004535","Tax1bp1",7.94422877515015,-0.231665298158447,0.002520536838819,0.008304562209757,-1,"6",52690714,52743765,"+",53052,9971,0.386458,0.401966,0.382869,"protein_coding",246.292481091034,0.851651265913467
"ENSMUSG00000032399","Rpl4",9.5312760526309,0.17328689838511,0.002524845409221,0.008316785707851,1,"9",64080657,64085948,"+",5292,1998,0.426951,0.462963,0.405102,"protein_coding",739.945935222946,1.12762463244951
"ENSMUSG00000014355","Anapc1",5.86944086317674,0.170917979635788,0.0025267843773,0.008321199843139,1,"2",128452024,128529311,"-",77288,16668,0.405463,0.438745,0.396311,"protein_coding",58.4625504369233,1.1257745815735
"ENSMUSG00000030678","Maz",6.43415685234379,-0.15666620592072,0.002531156680743,0.00833362344129,-1,"7",126621302,126626209,"-",4908,2969,0.62849,0.633883,0.620227,"protein_coding",86.4717422592299,0.897095695270531
"ENSMUSG00000038593","Tctn1",5.52518906660953,0.267665804604193,0.002534319872046,0.008342061194551,1,"5",122375911,122402523,"-",26613,8281,0.503795,0.53496,0.489717,"protein_coding",46.0519093130915,1.2038584792101
"ENSMUSG00000036151","Tm6sf2",1.73684477398362,0.470384798731825,0.002535961941936,0.008345489157095,1,"8",70525574,70532716,"+",7143,1891,0.514982,0.545743,0.503904,"protein_coding",3.33305419112566,1.38547895676784
"ENSMUSG00000036446","Lum",1.23867289614749,0.560721309872235,0.002536589151415,0.008345576526109,1,"10",97400990,97408565,"+",7576,2445,0.373993,0.418814,0.352632,"protein_coding",2.35981358285196,1.47500649772272
"ENSMUSG00000022451","Twf1",6.60753468919553,0.191208763189199,0.002543922157745,0.008365740700523,1,"15",94475832,94487770,"-",11939,3045,0.433657,0.438424,0.432025,"protein_coding",97.513813049122,1.14171990617292
"ENSMUSG00000070806","Zmynd12",1.27886629541967,-0.384931688942127,0.002543335748528,0.008365740700523,-1,"4",119280011,119324641,"+",44631,1860,0.460744,0.512903,0.458476,"protein_coding",2.42648223109711,0.765815258748053
"ENSMUSG00000057191","AB124611",1.46495970786724,0.656252031565844,0.002545966587033,0.008366523122101,1,"9",21437472,21456629,"+",19158,1439,0.473613,0.548297,0.467547,"protein_coding",2.76055760781967,1.57598306436492
"ENSMUSG00000094786","Gm14403",1.53620264087272,-0.567626281531992,0.002544979851495,0.008366523122101,-1,"2",177190008,177201556,"+",11549,1651,0.421891,0.41066,0.423765,"protein_coding",2.90030101328316,0.674726026847441
"ENSMUSG00000095567","Noc2l",6.0544338519411,-0.228396648550119,0.00254583218302,0.008366523122101,-1,"4",156320376,156332073,"+",11698,4144,0.515773,0.549952,0.497021,"protein_coding",66.4608966467,0.853583001581191
"ENSMUSG00000039737","Prkrip1",4.23180951536998,-0.311030168155385,0.00254799933423,0.008371223161455,-1,"5",136206981,136227817,"-",20837,3960,0.473939,0.512879,0.464802,"protein_coding",18.7889106027907,0.806065975693807
"ENSMUSG00000035566","Pcdh17",6.04517465772116,-0.48726440754687,0.002549574265285,0.008374417220299,-1,"14",84681003,84776442,"+",95440,12987,0.353996,0.440748,0.340331,"protein_coding",66.0357175069321,0.713376497979883
"ENSMUSG00000050954","Zfp169",2.06905523917892,-0.427426274685611,0.00255556600491,0.008392113938129,-1,"13",48641123,48666927,"-",25805,8012,0.441947,0.447828,0.439299,"protein_coding",4.1961179718862,0.743587140247645
"ENSMUSG00000030579","Tyrobp",3.76595600755425,0.618558208777375,0.002558959795203,0.008401273013834,1,"7",30113185,30117010,"+",3826,661,0.485229,0.544629,0.472819,"protein_coding",13.6039717255311,1.53534003614635
"ENSMUSG00000022673","Mcm4",3.27344644120046,0.427140731684431,0.002578459417222,0.008463292025251,1,"16",15441761,15455264,"-",13504,3573,0.417611,0.452841,0.404935,"protein_coding",9.66953451642358,1.34456614718533
"ENSMUSG00000041488","Stx3",5.91120917855396,-0.239885826670141,0.002581021411605,0.008467700470565,-1,"19",11752482,11796767,"-",44286,5696,0.442972,0.462781,0.440048,"protein_coding",60.1798738997334,0.846812325525131
"ENSMUSG00000091474","2610021A01Rik",2.85202832077657,0.291102882768894,0.002580596637449,0.008467700470565,1,"7",41248654,41277957,"+",29304,4848,0.396683,0.399546,0.396115,"protein_coding",7.22014755317246,1.22357529472476
"ENSMUSG00000030595","Nfkbib",4.78495995335489,0.331235826551284,0.002595410306024,0.008512896787511,1,"7",28457676,28466937,"-",9262,2161,0.517115,0.576585,0.499014,"protein_coding",27.5687118418184,1.25809060567596
"ENSMUSG00000033871","Ppargc1b",4.58669606052289,-0.460181527931384,0.002601287940493,0.008530161587256,-1,"18",61431207,61533502,"-",102296,3976,0.490249,0.564386,0.487251,"protein_coding",24.028856023535,0.726894790951601
"ENSMUSG00000002109","Ddb2",4.2958456726596,-0.396946670995317,0.002606720861665,0.008541929163202,-1,"2",91041917,91067327,"-",25411,2727,0.42011,0.462413,0.415024,"protein_coding",19.6416697301886,0.759463917857631
"ENSMUSG00000050002","Idnk",5.04047477384247,-0.222201866490898,0.002606160009459,0.008541929163202,-1,"13",58305463,58312507,"+",7045,3371,0.489353,0.509938,0.47046,"protein_coding",32.9104711171697,0.857256078237617
"ENSMUSG00000054720","Lrrc8c",3.16266558874868,0.29846601474015,0.00260561983119,0.008541929163202,1,"5",105667254,105760884,"+",93631,7648,0.445883,0.452537,0.445291,"protein_coding",8.95482717359243,1.2298360608139
"ENSMUSG00000039263","Npepl1",7.04030057135795,-0.188876243193787,0.002608179712415,0.008544694393844,-1,"2",173952142,173964863,"+",12722,2986,0.553494,0.585399,0.543708,"protein_coding",131.625989939183,0.877288800813472
"ENSMUSG00000037458","Azin1",6.3920565875156,-0.263811618107826,0.002609785157134,0.008545923868306,-1,"15",38487671,38519510,"-",31840,6241,0.389083,0.397372,0.387061,"protein_coding",83.984814405709,0.832884518823723
"ENSMUSG00000087095","Emx2os",2.48301750637792,-0.363622235500889,0.002609761237112,0.008545923868306,-1,"19",59413536,59447067,"-",33532,5019,0.458829,0.463837,0.457948,"lncRNA",5.590655726785,0.7772107519777
