"feature","geneName","avgLog2CPM","avgLog2FC","P.Value","FDR","DE","chromosome","startPos","endPos","geneStrand","geneLength","exonLength","geneGC","exonGC","intronGC","geneType","avgCPM","avgFC"
"ENSMUSG00000024727","Trpm6",4.18845344587996,-0.498500658245075,0.000874274465223,0.003076790633185,-1,"19",18727347,18869875,"+",142529,7678,0.410523,0.458583,0.407786,"protein_coding",18.2326637475841,0.707842034164087
"ENSMUSG00000106317","Gm43848",0.881546579294072,-0.784309397254738,0.000875092366077,0.003078889170491,-1,"3",105633217,105634463,"-",1247,1246,0.367576,0.367576,0,"lncRNA",1.84234925445425,0.580629831993109
"ENSMUSG00000045948","Mrps12",5.48614836433472,-0.333653735810297,0.000875554927412,0.003079736749737,-1,"7",28439066,28441245,"-",2180,1037,0.524094,0.552555,0.498249,"protein_coding",44.8224114928941,0.793524275722797
"ENSMUSG00000033684","Qsox1",4.57747741388081,0.393612089301723,0.000877005138646,0.003084057047925,1,"1",155651775,155688635,"-",36861,8278,0.504666,0.539502,0.494577,"protein_coding",23.8758040552928,1.3136783588631
"ENSMUSG00000017897","Eya2",1.77285992862898,-0.486594782381633,0.000878056531125,0.003086192118252,-1,"2",165436952,165613647,"+",176696,2945,0.492651,0.560951,0.491494,"protein_coding",3.4173071608402,0.713707687676731
"ENSMUSG00000020526","Znhit3",3.01386934232283,0.269497745275715,0.000877934543467,0.003086192118252,1,"11",84801776,84807192,"-",5417,2131,0.480798,0.480995,0.48067,"protein_coding",8.07727882888592,1.20538811510186
"ENSMUSG00000022679","Mpv17l",9.00617141257862,-0.39140831394517,0.000878314759352,0.003086318984937,-1,"16",13721025,13767483,"+",46459,3753,0.435791,0.445244,0.434961,"protein_coding",514.1948721335,0.762385024616128
"ENSMUSG00000034761","Map4k5",4.9462818354383,0.227336876919406,0.000880216476771,0.003091473313871,1,"12",69850524,69939974,"-",89451,8582,0.418759,0.441389,0.416358,"protein_coding",30.8304028456284,1.17067196765545
"ENSMUSG00000059518","Znhit1",5.92858954260462,-0.40710886442389,0.000880226603546,0.003091473313871,-1,"5",137011018,137016875,"-",5858,1854,0.53372,0.582524,0.511117,"protein_coding",60.9092545456599,0.754133130012689
"ENSMUSG00000034353","Ramp1",1.43539508754307,0.515607974986691,0.000880673227025,0.003092260251777,1,"1",91107544,91152918,"+",45375,3017,0.49319,0.537289,0.490049,"protein_coding",2.70456221933582,1.42959646785328
"ENSMUSG00000024383","Map3k2",4.963801830402,0.262186612401626,0.0008812360911,0.003093398095856,1,"18",32296142,32369804,"+",73663,13934,0.394477,0.393713,0.394656,"protein_coding",31.2070878470908,1.1992950324032
"ENSMUSG00000074918","Inafm2",4.11006073335104,-0.339199056578871,0.000881442569562,0.003093398095856,-1,"2",118576239,118579291,"+",3053,3052,0.556029,0.556029,0,"protein_coding",17.2683787183169,0.790480042195185
"ENSMUSG00000005481","Ddx39a",4.97324732820591,0.203671815352282,0.000886111133048,0.003106605055035,1,"8",84441806,84453521,"+",11716,5142,0.520102,0.53909,0.505249,"protein_coding",31.4120747060102,1.15162564044648
"ENSMUSG00000028999","Rint1",4.39795032523262,0.177876737320968,0.000885725646426,0.003106605055035,1,"5",23992709,24025367,"+",32659,7389,0.440045,0.463662,0.433139,"protein_coding",21.0821533161282,1.13121780839674
"ENSMUSG00000035521","Gnptg",5.97010288538451,0.358632229930844,0.000886008681447,0.003106605055035,1,"17",25452305,25459098,"-",6794,2238,0.483292,0.481233,0.484303,"protein_coding",62.6873694179934,1.28220970175617
"ENSMUSG00000038214","Bend3",3.51572421696896,0.262709143488415,0.000885972447667,0.003106605055035,1,"10",43354827,43391392,"+",36566,6813,0.486531,0.53941,0.474422,"protein_coding",11.4376932726992,1.19972948488243
"ENSMUSG00000047180","Neurl3",4.37252845105047,0.393880964859524,0.000886323768401,0.003106605055035,1,"1",36303678,36313760,"-",10083,3211,0.515572,0.519464,0.513753,"protein_coding",20.7139164729745,1.31392321235468
"ENSMUSG00000030960","Eef1akmt2",3.13648839567851,-0.36090910964127,0.000887122050733,0.003108618858232,-1,"7",132429186,132454402,"-",25217,1757,0.400936,0.437109,0.398227,"protein_coding",8.79381020611408,0.778673746270684
"ENSMUSG00000073705","Cenps",1.13841257748205,0.86722521274795,0.000888291088308,0.003111930504528,1,"4",149211578,149222086,"-",10509,1901,0.503711,0.543924,0.49483,"protein_coding",2.20138667450055,1.82415106897731
"ENSMUSG00000101517","4732465J04Rik",0.977936967079042,-0.70760932190961,0.000889800889139,0.003116433968667,-1,"10",95581939,95633098,"+",51160,3295,0.437812,0.449165,0.43703,"lncRNA",1.96964682789146,0.61233399221387
"ENSMUSG00000021773","Comtd1",4.22016983173306,0.309919608345367,0.000892066177687,0.003123580512293,1,"14",21895923,21899045,"-",3123,2464,0.581678,0.568182,0.632219,"protein_coding",18.6379312815681,1.23963862132311
"ENSMUSG00000028868","Wasf2",5.58440190834583,-0.228091025187891,0.000892483870193,0.003124255704827,-1,"4",132857816,132927067,"+",69252,6247,0.450882,0.539779,0.442067,"protein_coding",47.9813521180953,0.85376384544186
"ENSMUSG00000042985","Upk3b",2.82081300572925,0.477306087500529,0.000892747493891,0.003124391355195,1,"5",136067350,136075341,"+",7992,3524,0.52409,0.540011,0.511529,"protein_coding",7.06560454733348,1.39214172242282
"ENSMUSG00000033871","Ppargc1b",4.58669606052289,-0.516245085290735,0.000893172588484,0.003124433315892,-1,"18",61431207,61533502,"-",102296,3976,0.490249,0.564386,0.487251,"protein_coding",24.028856023535,0.699189252884688
"ENSMUSG00000103973","BC055308",1.13413451362149,-1.21122102418003,0.000893209236413,0.003124433315892,-1,"1",95256406,95258943,"+",2538,2537,0.355538,0.355538,0,"TEC",2.19486851019245,0.431902920116076
"ENSMUSG00000040189","Odad1",4.0509974515707,0.311004816372322,0.000893736069169,0.003125489288958,1,"7",45573496,45598387,"+",24892,6072,0.495239,0.515975,0.488549,"protein_coding",16.5756949370205,1.24057143930027
"ENSMUSG00000030269","Mtmr14",5.18786524727558,-0.192339170403277,0.000895061370661,0.003129336357313,-1,"6",113214804,113258353,"+",43550,2985,0.479368,0.531993,0.475496,"protein_coding",36.4504633123089,0.875185553751337
"ENSMUSG00000025089","Gfra1",1.74628512927393,-0.74837625925305,0.000895907740346,0.003130719855222,-1,"19",58224036,58444341,"-",220306,5461,0.460062,0.51291,0.458719,"protein_coding",3.35493573017677,0.595273155387212
"ENSMUSG00000028849","Map7d1",6.22591941727181,0.234670655631673,0.000895822048956,0.003130719855222,1,"4",126125960,126150136,"-",24177,3636,0.532594,0.623487,0.516504,"protein_coding",74.849429615962,1.17663809876365
"ENSMUSG00000022364","Tbc1d31",2.2673557059778,0.291095424957328,0.000897251907305,0.003134628614558,1,"15",57775595,57833463,"+",57869,6342,0.441712,0.444182,0.441408,"protein_coding",4.81439897949835,1.22356896963863
"ENSMUSG00000073427","Gm4924",2.14813088132106,0.470792433740375,0.000898330864361,0.003137609107449,1,"10",82190089,82258716,"+",68628,6293,0.396433,0.385349,0.397552,"protein_coding",4.43253149255993,1.38587048062148
"ENSMUSG00000063952","Brpf3",5.40260860457697,0.305471039122079,0.000900276830278,0.003143615551618,1,"17",29020064,29058923,"+",38860,8637,0.507424,0.554359,0.494011,"protein_coding",42.3006698629939,1.23582206647552
"ENSMUSG00000021072","Tmx1",5.49494180512083,0.347090089129991,0.000900827000872,0.003144746319124,1,"12",70499869,70514814,"+",14946,3291,0.391703,0.403221,0.38845,"protein_coding",45.0964450447533,1.27199243386481
"ENSMUSG00000060336","Zfp937",3.42163033563667,-0.748887776643215,0.000902312219289,0.003149139908266,-1,"2",150059993,150082645,"+",22653,2793,0.400803,0.405299,0.400171,"protein_coding",10.7155228098128,0.595062134631842
"ENSMUSG00000047747","Rnf150",2.51433974832514,0.425367363226518,0.000904638847501,0.003156467138919,1,"8",83589985,83817897,"+",227913,17233,0.423321,0.446295,0.421442,"protein_coding",5.71336123172152,1.34291441465542
"ENSMUSG00000024792","Zfpl1",3.32254866992435,-0.251509712261783,0.000906563192069,0.003162387394075,-1,"19",6130792,6134986,"-",4195,1802,0.532189,0.568257,0.505017,"protein_coding",10.0043024236492,0.840016917104295
"ENSMUSG00000034449","Dhrs11",4.40050411061215,-0.340303281500527,0.000906975992263,0.003163033242096,-1,"11",84711682,84719820,"-",8139,1596,0.510322,0.556391,0.499083,"protein_coding",21.119504920799,0.789875247847909
"ENSMUSG00000067212","H2-T23",6.28748974069493,0.298103824632847,0.00090763678306,0.003164543403723,1,"17",36340665,36343747,"-",3083,2886,0.541207,0.539155,0.571429,"protein_coding",78.1129445634888,1.22952734793037
"ENSMUSG00000028517","Plpp3",6.26254927427308,0.201380288901288,0.000908034793251,0.003165136833273,1,"4",105014544,105089961,"+",75418,3153,0.46406,0.50111,0.462443,"protein_coding",76.7741789919816,1.14979789042389
"ENSMUSG00000029776","Hibadh",8.47696365554544,-0.303532243810343,0.000910594607162,0.003173263474269,-1,"6",52523213,52617374,"-",94162,10171,0.3975,0.393767,0.397952,"protein_coding",356.303700172857,0.810266138683202
"ENSMUSG00000036613","Eipr1",4.19488824383589,-0.255658344981487,0.000916447916016,0.003192860417535,-1,"12",28801802,28919864,"+",118063,4985,0.468847,0.510933,0.466992,"protein_coding",18.3141678356378,0.837604823262518
"ENSMUSG00000097174","Gm4890",1.3883273348081,-0.494300659649261,0.000921566249512,0.003209887558467,-1,"8",80021752,80035590,"+",13839,3781,0.424556,0.468395,0.408074,"lncRNA",2.61775001997632,0.70990571851741
"ENSMUSG00000036904","Fzd8",3.8034818706418,0.44788778036709,0.000921877246935,0.003210166032309,1,"18",9212163,9218136,"+",5974,5973,0.516993,0.516993,0,"protein_coding",13.9624660788583,1.3640417291458
"ENSMUSG00000024782","Ak3",7.54562933355466,-0.318676165300471,0.000925758420206,0.003222873337594,-1,"19",28998233,29025361,"-",27129,3115,0.449683,0.474478,0.446466,"protein_coding",186.836088072834,0.801805286512582
"ENSMUSG00000008730","Hipk1",6.34507864880088,-0.228659028351393,0.000927759450681,0.003228221840161,-1,"3",103647131,103698879,"-",51749,10898,0.4262,0.463388,0.416279,"protein_coding",81.2940945250671,0.853427776417599
"ENSMUSG00000028060","Khdc4",5.48819111722369,0.176559915914396,0.000927557177903,0.003228221840161,1,"3",88593110,88620231,"+",27122,6707,0.415029,0.436708,0.407906,"protein_coding",44.8859217709256,1.13018575923332
"ENSMUSG00000038879","Nipal2",2.92602272666485,0.358688855392551,0.000929161122461,0.003232289593257,1,"15",34572945,34679358,"-",106414,8480,0.406727,0.413443,0.406145,"protein_coding",7.60012278621018,1.28226002919142
"ENSMUSG00000039611","Pgap4",4.55895442365851,-0.254368641852981,0.000929886936722,0.003234004780681,-1,"4",49584506,49597876,"-",13371,3321,0.450337,0.535983,0.422032,"protein_coding",23.5712183202894,0.83835393830514
"ENSMUSG00000038496","Slc19a3",3.44005842037305,0.618137167195357,0.000935711259536,0.003253446506505,1,"1",82990244,83016169,"-",25926,3057,0.414889,0.449787,0.410224,"protein_coding",10.8532741022624,1.53489202207645
"ENSMUSG00000024404","Riok3",6.6503297340859,-0.162560468899694,0.000936221780933,0.003254407161441,-1,"18",12261798,12290444,"+",28647,10952,0.437408,0.425858,0.444557,"protein_coding",100.449720118028,0.893438005486693
"ENSMUSG00000017692","Rhbdl3",2.17446087715337,0.419886170766442,0.000939760625684,0.003264430426855,1,"11",80191738,80246781,"+",55044,4725,0.490398,0.541799,0.485572,"protein_coding",4.51417039697221,1.33782199591478
"ENSMUSG00000038274","Fau",8.24059146482186,-0.595831941016488,0.000939810112813,0.003264430426855,-1,"19",6107874,6109554,"+",1681,958,0.535119,0.592902,0.458449,"protein_coding",302.458095314061,0.661662792305926
"ENSMUSG00000049690","Nckap5",2.47942467970057,-0.662336551878514,0.000939719485167,0.003264430426855,-1,"1",125841357,126758536,"-",917180,12078,0.423385,0.464315,0.422839,"protein_coding",5.57675031625996,0.631854133109318
"ENSMUSG00000039759","Thap3",4.62416647680997,-0.309109471894053,0.000942278600816,0.003272186673268,-1,"4",152067096,152073454,"-",6359,1330,0.547499,0.590226,0.536197,"protein_coding",24.6611210223353,0.807139826302281
"ENSMUSG00000038060","Dlec1",6.06088518676572,-0.32296184243609,0.000943668722508,0.003276195210027,-1,"9",118931546,118977314,"+",45769,6659,0.519096,0.557141,0.512619,"protein_coding",66.7587569477539,0.799426973963277
"ENSMUSG00000024049","Myom1",3.52114187433958,-0.735881724080894,0.000944944936929,0.003277350213103,-1,"17",71309628,71433851,"+",124224,10413,0.433398,0.472486,0.429822,"protein_coding",11.4807252335478,0.600450938265813
"ENSMUSG00000027555","Car13",1.24007910233353,0.655621490013099,0.000944579326382,0.003277350213103,1,"3",14706787,14728062,"+",21276,2292,0.406016,0.41623,0.404783,"protein_coding",2.36211483302423,1.57529441870199
"ENSMUSG00000045071","E130308A19Rik",3.60733196257503,-0.270592123212857,0.00094489253628,0.003277350213103,-1,"4",59626211,59761439,"+",135229,12728,0.418974,0.46928,0.413747,"protein_coding",12.187513928842,0.828979239248302
"ENSMUSG00000103009","Gm4430",1.33681540399671,0.570355825999625,0.00094469872838,0.003277350213103,1,"2",129039172,129041114,"-",1943,1942,0.552523,0.552523,0,"TEC",2.52593130454824,1.48488975836478
"ENSMUSG00000085793","Lin52",3.95157014871448,-0.290361716151023,0.000945734468405,0.003279269953588,-1,"12",84498196,84592919,"+",94724,3102,0.420785,0.450677,0.419773,"protein_coding",15.4718107577929,0.817697017789412
"ENSMUSG00000085399","Foxd2os",2.39470630524305,-0.679750798533762,0.000947155703668,0.003283378579532,-1,"4",114766454,114779164,"+",12711,3219,0.453029,0.491768,0.43989,"lncRNA",5.25870039878759,0.624273097886564
"ENSMUSG00000026878","Rab14",7.48945965587978,-0.19033789146354,0.000947984703264,0.00328543264334,-1,"2",35070217,35091132,"-",20916,13582,0.385608,0.404285,0.351016,"protein_coding",179.701626400362,0.876400436832178
"ENSMUSG00000030590","Fam98c",5.04094233976458,-0.266202035376079,0.000948868188966,0.003287674468205,-1,"7",28851935,28855659,"-",3725,2709,0.560419,0.580288,0.507389,"protein_coding",32.9211388661686,0.831505645961464
"ENSMUSG00000080776","Gm12174",1.23292469898153,-0.591670310701621,0.000949369397667,0.003288590977609,-1,"11",46618645,46619457,"+",813,812,0.465517,0.465517,0,"processed_pseudogene",2.3504299736772,0.663574195076592
"ENSMUSG00000042988","Notum",4.48704462663995,-0.535424309008713,0.00095119722477,0.003294101256469,-1,"11",120544614,120552001,"-",7388,2395,0.570732,0.59666,0.558293,"protein_coding",22.4251328473779,0.689955724947302
"ENSMUSG00000074435","Smcp",1.7251178149041,-0.894783753805129,0.000953442291189,0.003301053374975,-1,"3",92491174,92496304,"-",5131,910,0.432164,0.48022,0.421801,"protein_coding",3.30607124551622,0.537827804433666
"ENSMUSG00000001467","Cyp51",7.19618448084018,-0.460602508425702,0.000954260803695,0.003301419224734,-1,"5",4131145,4154746,"-",23602,4405,0.423965,0.449943,0.418004,"protein_coding",146.645041592177,0.726682712946743
"ENSMUSG00000058900","Rsl1",1.77127986875898,0.426789111600955,0.000953972927645,0.003301419224734,1,"13",67321246,67332108,"+",10863,2642,0.408765,0.412945,0.407421,"protein_coding",3.41356652681633,1.34423848344587
"ENSMUSG00000090084","Srpx",1.30306959823928,0.604277870737219,0.000954182421723,0.003301419224734,1,"X",9904216,9983948,"-",79733,2642,0.406098,0.454958,0.404423,"protein_coding",2.46753337505686,1.52021763020591
"ENSMUSG00000003752","Itpkc",3.28818731882448,0.2458205537323,0.000956341132403,0.003306969560381,1,"7",26906597,26928086,"-",21490,5278,0.490484,0.544903,0.472765,"protein_coding",9.76884040051386,1.18576700136705
"ENSMUSG00000006906","Stambp",4.37789791621413,-0.242509424480492,0.000956191376649,0.003306969560381,-1,"6",83520193,83549711,"-",29519,10418,0.460973,0.476675,0.452408,"protein_coding",20.7911537841491,0.845273763317474
"ENSMUSG00000030751","Psma1",6.55432597370501,0.205786678696358,0.000956831776957,0.003307842923373,1,"7",113863841,113875353,"-",11513,2943,0.394371,0.442066,0.37799,"protein_coding",93.9828735265791,1.15331505975758
"ENSMUSG00000028459","Cd72",4.58482107546985,0.730230520153198,0.000960385390796,0.003319302144209,1,"4",43446462,43454628,"-",8167,3415,0.515552,0.553441,0.488318,"protein_coding",23.9976474309704,1.65890413744595
"ENSMUSG00000032263","Bckdhb",6.1592458756394,-0.351701847678685,0.000961354726702,0.003321826056405,-1,"9",83807198,84006293,"+",199096,1790,0.414958,0.501676,0.414171,"protein_coding",71.4690088496944,0.783659123906577
"ENSMUSG00000061436","Hipk2",5.75375716854366,-0.42114750838401,0.000961973419698,0.003323137417526,-1,"6",38671325,38853099,"-",181775,8819,0.439524,0.523869,0.435223,"protein_coding",53.9577082413671,0.746830364966374
"ENSMUSG00000081362","Cyp2j7",3.01755649724555,-0.630203217685739,0.000962349305226,0.003323609556752,-1,"4",96083434,96124896,"-",41463,1506,0.374632,0.449535,0.371809,"protein_coding",8.09794866399408,0.646085401470393
"ENSMUSG00000003411","Rab3b",1.76841042141705,-0.493747761586654,0.000962913090409,0.003324730238107,-1,"4",108736260,108800521,"+",64262,3518,0.453354,0.49062,0.451196,"protein_coding",3.40678386336639,0.710177834735138
"ENSMUSG00000037709","Fam13a",5.66192523179595,-0.220989943930124,0.00096813793646,0.00334193999731,-1,"6",58909075,59001534,"-",92460,10486,0.398955,0.424757,0.395655,"protein_coding",50.6301632809379,0.857976510792822
"ENSMUSG00000022466","Rpap3",4.37995153207909,-0.226885847684933,0.000973517600749,0.003359572320679,-1,"15",97572978,97603706,"-",30729,3207,0.461468,0.486436,0.458559,"protein_coding",20.8207701931614,0.854477348184336
"ENSMUSG00000075702","Selenom",5.51189452423853,-0.347919813046221,0.000973729504489,0.003359572320679,-1,"11",3464684,3467351,"+",2668,1479,0.548556,0.574713,0.515993,"protein_coding",45.6294868515753,0.785716186628908
"ENSMUSG00000022106","Rcbtb2",4.62420851878525,-0.192093607583869,0.000977542759325,0.003371891533778,-1,"14",73360477,73445283,"+",84807,9469,0.430229,0.461717,0.426271,"protein_coding",24.6618396893564,0.875334532792181
"ENSMUSG00000030315","Vgll4",4.77245301992478,0.302184518735162,0.000978218560149,0.003373333082624,1,"6",114837589,114946955,"-",109367,5385,0.483505,0.545404,0.480299,"protein_coding",27.330747627177,1.2330100156848
"ENSMUSG00000051705","Senp8",3.02578442089723,-0.32411289012066,0.000978446259031,0.003373333082624,-1,"9",59641542,59657993,"-",16452,3961,0.388852,0.392578,0.38767,"protein_coding",8.14426452564231,0.79878940915661
"ENSMUSG00000018425","Dhx40",5.63530958554905,-0.212540391998856,0.00097913068145,0.003374018275811,-1,"11",86659672,86698572,"-",38901,4214,0.398046,0.424063,0.394886,"protein_coding",49.704672899512,0.863016237005486
"ENSMUSG00000063388","BC023105",1.28123242744095,1.04310752603186,0.000979009845144,0.003374018275811,1,"18",60574837,60576052,"+",1216,1215,0.398354,0.398354,0,"processed_pseudogene",2.43046511581684,2.06066148543188
"ENSMUSG00000028184","Adgrl2",5.08408613099243,0.273356826661195,0.000981932447823,0.0033828339772,1,"3",148521219,148696191,"-",174973,14174,0.414483,0.45019,0.411336,"protein_coding",33.9205141122954,1.20861673770512
"ENSMUSG00000071064","Zfp827",5.51233491970497,-0.488171371555663,0.000983731023457,0.003388190094176,-1,"8",79755066,79920395,"+",165330,11747,0.460808,0.479867,0.459351,"protein_coding",45.6434177836014,0.712928167973082
"ENSMUSG00000048329","Mfsd6l",0.888261584242173,-0.522503133605148,0.000985077835899,0.003391987968274,-1,"11",68447012,68449071,"+",2060,2059,0.562409,0.562409,0,"protein_coding",1.85094443219598,0.696162914213744
"ENSMUSG00000034724","Cnot6l",5.30695350655451,-0.315464338821692,0.000985340838758,0.003392052927084,-1,"5",96218192,96312030,"-",93839,10297,0.369435,0.385646,0.367436,"protein_coding",39.58696353625,0.803592308797194
"ENSMUSG00000024608","Rps14",9.65860060347858,-0.651350730282564,0.000988226233721,0.003401143247787,-1,"18",60880170,60911618,"+",31449,2386,0.50089,0.540654,0.497626,"protein_coding",808.217961483952,0.63668393607582
"ENSMUSG00000020893","Per1",5.56398850451624,-0.534138184261015,0.000988855355735,0.00340246565443,-1,"11",68986043,69000786,"+",14744,5607,0.552533,0.58641,0.531743,"protein_coding",47.3072208523849,0.690571076603898
"ENSMUSG00000021371","Mcur1",7.20091830404188,-0.211746922878334,0.000989469318126,0.003403735257748,-1,"13",43691869,43713667,"-",21799,7067,0.464538,0.457337,0.467993,"protein_coding",147.127008903881,0.86349101861918
"ENSMUSG00000031843","Mphosph6",3.29461304716791,0.21940889852485,0.000991458653832,0.003409734291173,1,"8",118518384,118528682,"-",10299,2472,0.487085,0.454288,0.497444,"protein_coding",9.81244761681429,1.16425646919861
"ENSMUSG00000001962","Fam50a",5.66517746945018,-0.184511610653539,0.00099178131821,0.003409999909728,-1,"X",73356639,73363755,"+",7117,2277,0.489882,0.524813,0.473445,"protein_coding",50.7444265553251,0.879946910149736
"ENSMUSG00000090877","Hspa1b",4.67255110209565,0.844963746867401,0.000992502395088,0.003411634902858,1,"17",35175412,35178214,"-",2803,2802,0.581014,0.581014,0,"protein_coding",25.5022229389105,1.79621960843532
"ENSMUSG00000085241","Snhg3",1.42520392299396,-0.783802569102802,0.000994490506574,0.003417623323855,-1,"4",132075325,132080997,"-",5673,981,0.460331,0.444444,0.463654,"lncRNA",2.6855245740027,0.580833846863597
"ENSMUSG00000020255","D10Wsu102e",5.06090421001494,-0.256845887333192,0.000997391970487,0.003425899638552,-1,"10",83196085,83324369,"+",128285,123175,0.449549,0.448468,0.475631,"protein_coding",33.3798186143113,0.836915639547407
"ENSMUSG00000048677","Tpcn2",3.83207425082651,0.305640799684249,0.000997281135502,0.003425899638552,1,"7",144740261,144837748,"-",97488,5228,0.514448,0.53749,0.513142,"protein_coding",14.2419446998004,1.23596749304622
"ENSMUSG00000074754","Smim26",3.48369815437053,-0.477755782629322,0.001000250556569,0.003434869311162,-1,"2",144435974,144437286,"+",1313,469,0.4375,0.447761,0.431791,"protein_coding",11.186587920562,0.718093802924375
"ENSMUSG00000037001","Zfp39",2.97953398331074,0.384938955193668,0.001001548888444,0.003438477948121,1,"11",58778979,58795051,"-",16073,3885,0.434918,0.446847,0.431115,"protein_coding",7.88731347897654,1.30580453336651
"ENSMUSG00000019558","Slc6a8",7.90218144775967,0.445058645801827,0.001003825404271,0.003443740781962,1,"X",72716756,72726108,"+",9353,5199,0.54352,0.558954,0.524199,"protein_coding",239.217885344354,1.36136945527747
"ENSMUSG00000033392","Clasp2",4.86342931093415,0.184954734917176,0.001003364184747,0.003443740781962,1,"9",113570541,113748750,"+",178210,15330,0.408492,0.423483,0.407081,"protein_coding",29.1097251146676,1.13678130574861
"ENSMUSG00000037475","Thoc2",7.29209023622499,-0.736091978477737,0.001003699292797,0.003443740781962,-1,"X",40883868,41009551,"-",125684,12626,0.371355,0.364407,0.372131,"protein_coding",156.724860588163,0.600363436578173
"ENSMUSG00000028133","Rwdd3",2.70101982315206,-0.340230296894262,0.001006195940836,0.003450249805841,-1,"3",120949047,120965344,"-",16298,5058,0.436277,0.436536,0.43616,"protein_coding",6.50261416353302,0.789915207916081
"ENSMUSG00000041313","Slc7a1",3.65026097158741,0.389618315280079,0.00100621939062,0.003450249805841,1,"5",148264220,148336714,"-",72495,11516,0.482564,0.500434,0.479189,"protein_coding",12.555616568016,1.31004676720315
"ENSMUSG00000048534","Jaml",0.939142840814731,0.619667334636505,0.001009435413639,0.003460423300544,1,"9",44990481,45019832,"+",29352,3095,0.464209,0.458481,0.464884,"protein_coding",1.91738870768433,1.53652084015176
"ENSMUSG00000028102","Pex11b",3.93567256309094,-0.251503869401488,0.001009950642088,0.003461335525696,-1,"3",96542692,96552682,"+",9991,2807,0.46006,0.515141,0.438535,"protein_coding",15.3022571048943,0.840020319147895
"ENSMUSG00000026094","Stk17b",3.41096905484758,0.440459036475488,0.001013951667708,0.00347419099165,1,"1",53794665,53824383,"-",29719,5178,0.370819,0.38876,0.367033,"protein_coding",10.636628712159,1.35703604027135
"ENSMUSG00000028693","Nasp",5.15218953063217,0.237123590241918,0.001014535796818,0.00347493868395,1,"4",116458249,116485138,"-",26890,7503,0.399308,0.408637,0.395698,"protein_coding",35.5601506403895,1.17864037316158
"ENSMUSG00000029863","Casp2",3.61770563159843,0.366940314031443,0.001014670090743,0.00347493868395,1,"6",42241919,42259442,"+",17524,7048,0.420134,0.452469,0.398377,"protein_coding",12.2754638191184,1.28961489668694
"ENSMUSG00000020022","Ndufa12",6.72591042223063,-0.328722129218049,0.00101502699355,0.003475304349036,-1,"10",94034582,94057305,"+",22724,1564,0.450337,0.51087,0.445862,"protein_coding",105.852418518812,0.796241444372052
"ENSMUSG00000024969","Mark2",6.96773758423017,-0.221759008050931,0.001016370346073,0.003479046461774,-1,"19",7252761,7319225,"-",66465,7925,0.475175,0.567192,0.462717,"protein_coding",125.169355132177,0.857519267167666
"ENSMUSG00000042138","Msantd2",4.96921444794633,0.358701460260578,0.001017420709746,0.00348178407419,1,"9",37400317,37435921,"+",35605,3564,0.420486,0.493547,0.41236,"protein_coding",31.3243886487719,1.28227123238308
"ENSMUSG00000060419","Rps16-ps2",3.46986622902695,-0.671111103926529,0.001022364978881,0.003497842653674,-1,"5",129205141,129205581,"-",441,440,0.543182,0.543182,0,"processed_pseudogene",11.0798483407797,0.62802282380919
"ENSMUSG00000034801","Sos2",4.67166082635371,-0.341755446558559,0.001023057545886,0.003499350453605,-1,"12",69630536,69728626,"-",98091,8491,0.406494,0.436698,0.403632,"protein_coding",25.4864905727399,0.789080587772811
"ENSMUSG00000043015","Nemp2",2.69147207698198,0.401654081622969,0.001026221344288,0.003509308234686,1,"1",52669862,52691078,"+",21217,7070,0.432692,0.43239,0.432843,"protein_coding",6.45972199291425,1.32102162322593
"ENSMUSG00000041278","Ttc1",5.01489163930917,-0.216698152449731,0.001030061842042,0.003521574614501,-1,"11",43620339,43638835,"-",18497,2024,0.442636,0.461462,0.440323,"protein_coding",32.3320177415172,0.860532656532234
"ENSMUSG00000043461","Sptssb",1.01351509318446,-1.10868201389377,0.001031455012064,0.003525470095356,-1,"3",69726875,69767273,"-",40399,1822,0.419501,0.386937,0.421039,"protein_coding",2.01882393061707,0.463717470466211
"ENSMUSG00000073468","Sft2d1",4.60472097026525,0.420338730797647,0.001031942910849,0.003526270241842,1,"17",8529934,8546274,"+",16341,3056,0.468054,0.448953,0.472448,"protein_coding",24.3309537792478,1.33824172407505
"ENSMUSG00000071866","Ppia",9.10968956179866,0.188845480082686,0.001035407045434,0.003537237641815,1,"11",6365443,6369817,"+",4375,3505,0.486968,0.499857,0.434983,"protein_coding",552.445969327306,1.13985118234312
"ENSMUSG00000019738","Polr2i",5.01370736305937,-0.525125165910773,0.001036385605836,0.003538840404888,-1,"7",29931373,29932815,"+",1443,1209,0.572122,0.57072,0.579399,"protein_coding",32.3054879980767,0.694898818997419
"ENSMUSG00000030428","Ttyh1",1.09570406442997,-0.499426175845234,0.001036158762916,0.003538840404888,-1,"7",4122407,4139707,"+",17301,6363,0.520925,0.521766,0.520435,"protein_coding",2.13717354565897,0.707388085026694
"ENSMUSG00000057098","Ebf1",4.42865203541338,-0.600363388928351,0.00103673932643,0.003539178427868,-1,"11",44508144,44898918,"+",390775,9739,0.424035,0.422733,0.424069,"protein_coding",21.535606294626,0.65958779616045
"ENSMUSG00000022820","Ndufb4",6.13381042872579,-0.442822502460426,0.001037346607989,0.003539512222837,-1,"16",37467532,37474815,"-",7284,1913,0.443224,0.501307,0.422533,"protein_coding",70.2200164328993,0.735693881190134
