"feature","geneName","avgLog2CPM","avgLog2FC","P.Value","FDR","DE","chromosome","startPos","endPos","geneStrand","geneLength","exonLength","geneGC","exonGC","intronGC","geneType","avgCPM","avgFC"
"ENSMUSG00000038903","Ccdc68",3.56862986012934,-0.080486284158639,0.214983834039129,0.756173955818203,0,"18",70058497,70102555,"+",44059,2428,0.424123,0.430807,0.423733,"protein_coding",11.8649150009033,0.945738816128529
"ENSMUSG00000039130","Zc3hc1",3.78426838747476,0.080961192338264,0.215521006552475,0.756173955818203,0,"6",30366379,30391027,"-",24649,5063,0.444985,0.473632,0.43758,"protein_coding",13.7777498776881,1.05772251111229
"ENSMUSG00000039221","Rpl22l1",5.2279462481771,-0.152331515834338,0.215321632873757,0.756173955818203,0,"3",28859585,28861573,"+",1989,1988,0.437123,0.437123,0,"protein_coding",37.4773294454788,0.899795142770401
"ENSMUSG00000053801","Grwd1",4.12961576923831,0.068768177896705,0.215493703878782,0.756173955818203,0,"7",45474647,45480368,"-",5722,2050,0.529103,0.572683,0.504767,"protein_coding",17.5040367760101,1.04882078233941
"ENSMUSG00000054723","Vmac",4.53133456847155,0.072107603687321,0.215129923925892,0.756173955818203,0,"17",57020936,57025022,"-",4087,2460,0.558248,0.567886,0.543665,"protein_coding",23.1242483782908,1.05125131394535
"ENSMUSG00000064127","Med14",5.18385861124905,-0.117713949066537,0.215520726334459,0.756173955818203,0,"X",12541608,12628312,"-",86705,8732,0.390305,0.429684,0.385895,"protein_coding",36.3493739431308,0.921646907991009
"ENSMUSG00000073591","Pcdhb22",1.24494720357486,0.146512464837387,0.215303645784326,0.756173955818203,0,"18",37650924,37657532,"+",6609,6608,0.449607,0.449607,0,"protein_coding",2.37009880488729,1.10689046576841
"ENSMUSG00000074622","Mafb",4.83167958105354,-0.134041228039528,0.21532630201458,0.756173955818203,0,"2",160205623,160208985,"-",3363,3362,0.555622,0.555622,0,"protein_coding",28.4760982917667,0.911275238662003
"ENSMUSG00000020143","Dock2",2.92498781875866,-0.194709447928359,0.215926976835886,0.756437213029178,0,"11",34176815,34674719,"-",497905,11370,0.427739,0.467106,0.426819,"protein_coding",7.59467284252524,0.87374884715246
"ENSMUSG00000021018","Polr2h",4.06082893800777,-0.077210472966936,0.21575227831909,0.756437213029178,0,"16",20536415,20541017,"+",4603,1502,0.439809,0.502663,0.409355,"protein_coding",16.689038540871,0.947888668753976
"ENSMUSG00000028636","Ppcs",5.23384126618315,0.064693645710335,0.215977142945642,0.756437213029178,0,"4",119275727,119279617,"-",3891,1603,0.480463,0.544604,0.435505,"protein_coding",37.6307794212455,1.04586282869072
"ENSMUSG00000038871","Bpgm",5.74055545760508,0.069563378756505,0.215742453416882,0.756437213029178,0,"6",34453142,34482548,"+",29407,3583,0.446984,0.48144,0.442203,"protein_coding",53.4662081129781,1.04939904251195
"ENSMUSG00000050503","Fbxl22",1.21196478803996,-0.208832267301257,0.215911973359649,0.756437213029178,0,"9",66415657,66421891,"-",6235,4033,0.513314,0.508059,0.522944,"protein_coding",2.31652907201017,0.865237280206288
"ENSMUSG00000055485","Soga1",3.01663049967416,-0.136278609312693,0.215950046418764,0.756437213029178,0,"2",156857719,156921174,"-",63456,7969,0.514979,0.601205,0.502595,"protein_coding",8.09275264226078,0.909863096845617
"ENSMUSG00000074342","I830077J02Rik",1.49944080561177,-0.158824053899746,0.215906226711017,0.756437213029178,0,"3",105831674,105839980,"-",8307,2859,0.456778,0.465547,0.452176,"protein_coding",2.82733102748007,0.895754906601733
"ENSMUSG00000000682","Cd52",3.48199888673041,-0.170036095404962,0.217273471278457,0.756825244290762,0,"4",133809759,133822393,"-",12635,1183,0.495251,0.528318,0.491835,"protein_coding",11.1734196376585,0.888820443109138
"ENSMUSG00000005054","Cstb",5.8509194660967,-0.094898000155785,0.217851607141312,0.756825244290762,0,"10",78261503,78263456,"+",1954,600,0.527394,0.491667,0.543237,"protein_coding",57.7168022679733,0.936338445069272
"ENSMUSG00000006269","Atp6v1b1",6.62774366982838,0.089083472392329,0.217042217944411,0.756825244290762,0,"6",83719972,83735837,"+",15866,4367,0.529215,0.50103,0.53992,"protein_coding",98.8893786695223,1.0636942150277
"ENSMUSG00000007833","Aldh16a1",6.73938673280111,0.078455720419604,0.217948942527341,0.756825244290762,0,"7",44790108,44804008,"-",13901,5607,0.510576,0.540753,0.490172,"protein_coding",106.845825535287,1.05588720001147
"ENSMUSG00000009633","G0s2",5.44921262528432,-0.168962533630085,0.218859985822697,0.756825244290762,0,"1",192954469,192955525,"-",1057,869,0.572917,0.563867,0.614973,"protein_coding",43.6894374740811,0.889482092828776
"ENSMUSG00000015291","Gdi1",6.62094517076094,-0.071856500433782,0.218037573953436,0.756825244290762,0,"X",73348604,73355468,"+",6865,4286,0.48616,0.4993,0.464313,"protein_coding",98.4244725344693,0.951412905165756
"ENSMUSG00000018565","Elp5",4.8702733119782,0.059803320024194,0.217371634732923,0.756825244290762,0,"11",69859048,69873343,"-",14296,2285,0.475621,0.539168,0.46353,"protein_coding",29.2481468101867,1.04232365307779
"ENSMUSG00000019232","Etnppl",3.67119676068258,-0.156440398630868,0.216535988536483,0.756825244290762,0,"3",130411097,130431170,"+",20074,8250,0.421312,0.421212,0.421382,"protein_coding",12.7391468792274,0.897236117602157
"ENSMUSG00000019837","Gtf3c6",5.58037386840646,0.09132064236147,0.217667662245778,0.756825244290762,0,"10",40123699,40134104,"-",10406,2791,0.464104,0.463633,0.464276,"protein_coding",47.8475738491441,1.06534495250142
"ENSMUSG00000019979","Apaf1",3.23433115604139,-0.105695223238281,0.216769837982599,0.756825244290762,0,"10",90825173,90918632,"-",93460,9000,0.42104,0.448222,0.418144,"protein_coding",9.41088992893483,0.929356984966488
"ENSMUSG00000021379","Id4",5.1996634271868,0.138925656255764,0.218838120958499,0.756825244290762,0,"13",48414704,48419502,"+",4799,3846,0.463526,0.425637,0.616597,"protein_coding",36.7497728399978,1.10108485645971
"ENSMUSG00000021974","Fgf9",4.44892481046127,0.155124281264844,0.219127308831296,0.756825244290762,0,"14",58308004,58350177,"+",42174,4643,0.440661,0.442386,0.440448,"protein_coding",21.8403611932936,1.11351753829741
"ENSMUSG00000022801","Lrch3",4.80830111685716,-0.065594524121416,0.218630348790993,0.756825244290762,0,"16",32734470,32836017,"+",101548,6587,0.417157,0.467588,0.413658,"protein_coding",28.0183698865193,0.955551460647408
"ENSMUSG00000022817","Itgb5",7.13917874314311,0.079888414289238,0.216493013647559,0.756825244290762,0,"16",33650035,33769708,"+",119674,3535,0.477292,0.567468,0.474548,"protein_coding",140.963588201537,1.05693628832355
"ENSMUSG00000022822","Abcc5",6.35465660602275,0.12179294344642,0.21813107715213,0.756825244290762,0,"16",20150053,20245144,"-",95092,10649,0.444416,0.481266,0.439769,"protein_coding",81.8355961647006,1.08808626759782
"ENSMUSG00000024188","Luc7l",6.26706051417095,0.106339143039469,0.216692037819916,0.756825244290762,0,"17",26471870,26504478,"+",32609,7514,0.425754,0.464866,0.414043,"protein_coding",77.0146239921032,1.0764931527914
"ENSMUSG00000024381","Bin1",5.01969805594015,-0.06254336701376,0.217134889938918,0.756825244290762,0,"18",32510283,32568790,"+",58508,4098,0.503718,0.561005,0.499403,"protein_coding",32.4399132390097,0.957574495841543
"ENSMUSG00000025189","Cnnm1",3.91036922555655,0.125582524680801,0.21911826907829,0.756825244290762,0,"19",43428875,43485649,"+",56775,5703,0.465671,0.559881,0.455151,"protein_coding",15.0362116774104,1.09094814170307
"ENSMUSG00000025232","Hexa",5.98641052587873,0.081866215256653,0.217490058146524,0.756825244290762,0,"9",59446823,59472392,"+",25570,1982,0.47057,0.54894,0.463984,"protein_coding",63.3999820098748,1.05838624350328
"ENSMUSG00000025269","Apex2",3.2977674185438,-0.096203183470486,0.216239502573333,0.756825244290762,0,"X",149302515,149372864,"-",70350,8737,0.412756,0.445805,0.40807,"protein_coding",9.83392545183942,0.935491737592469
"ENSMUSG00000025856","Pdgfa",5.75957442423607,-0.122863804839629,0.217623924286774,0.756825244290762,0,"5",138961769,138983125,"-",21357,3107,0.54912,0.563244,0.546715,"protein_coding",54.1757165212286,0.918362854685034
"ENSMUSG00000026021","Sumo1",6.18695042492365,-0.072036146714613,0.217960522139541,0.756825244290762,0,"1",59625717,59709993,"-",84277,2069,0.428497,0.41276,0.428893,"protein_coding",72.8547143240233,0.951294441357334
"ENSMUSG00000026245","Farsb",5.5107899228515,0.060313710555784,0.219019014782703,0.756825244290762,0,"1",78394612,78465534,"-",70923,2601,0.418798,0.46905,0.416885,"protein_coding",45.594563945049,1.04269246715309
"ENSMUSG00000026750","Psmb7",6.82231039495999,0.064657584232876,0.217938863176895,0.756825244290762,0,"2",38478048,38534099,"-",56052,3413,0.427896,0.421623,0.428303,"protein_coding",113.167069183186,1.04583668672281
"ENSMUSG00000026941","Mamdc4",1.77850863936406,0.166023023120508,0.218652207106715,0.756825244290762,0,"2",25453127,25464857,"-",11731,4599,0.548423,0.576647,0.53022,"protein_coding",3.43071347234427,1.12196138510861
"ENSMUSG00000027099","Mtx2",5.11704096800612,-0.095959204278385,0.217037987201219,0.756825244290762,0,"2",74656147,74708775,"+",52629,3665,0.363381,0.411187,0.359802,"protein_coding",34.7042625609994,0.935649955242249
"ENSMUSG00000027428","Rbbp9",5.55806162691976,-0.082612696888438,0.217119619399737,0.756825244290762,0,"2",144384185,144392789,"-",8605,2356,0.427359,0.432088,0.425576,"protein_coding",47.1132720616943,0.944345902392655
"ENSMUSG00000027889","Ampd2",5.6924867244966,0.074401164403839,0.219127208793653,0.756825244290762,0,"3",107981378,107993967,"-",12590,5208,0.549527,0.567396,0.536919,"protein_coding",51.7141337101547,1.05292389631713
"ENSMUSG00000028538","St3gal3",5.45285309488369,0.086569560338539,0.216433719310143,0.756825244290762,0,"4",117789351,117992111,"-",202761,2754,0.476854,0.57589,0.475491,"protein_coding",43.799821793221,1.06184233003541
"ENSMUSG00000028617","Lrrc42",4.18790835555064,-0.081967099564771,0.218710604069615,0.756825244290762,0,"4",107090711,107110729,"-",20019,2129,0.430263,0.495068,0.42255,"protein_coding",18.2257762411256,0.944768586051683
"ENSMUSG00000030109","Slc6a12",1.8933025779553,0.178646863504612,0.219410686915445,0.756825244290762,0,"6",121320035,121342734,"+",22700,3035,0.500727,0.541351,0.494457,"protein_coding",3.71484644620026,1.13182182587312
"ENSMUSG00000031200","Mtcp1",1.59275142615601,-0.209204778394138,0.217747024940479,0.756825244290762,0,"X",74454050,74460194,"-",6145,4473,0.386393,0.393919,0.366248,"protein_coding",3.01624041562678,0.865013900442577
"ENSMUSG00000032068","Plet1",4.81932397046909,-0.160545656570062,0.216969506668066,0.756825244290762,0,"9",50405825,50416782,"+",10958,1942,0.457516,0.46241,0.456461,"protein_coding",28.2332630139482,0.894686618274289
"ENSMUSG00000032336","Nptn",6.19753550738175,-0.114883084300054,0.21851007037821,0.756825244290762,0,"9",58489523,58565238,"+",75716,6156,0.39193,0.429662,0.388591,"protein_coding",73.3912165817906,0.923457144468111
"ENSMUSG00000032561","Acpp",1.62443437798523,0.189169190781623,0.218097330720924,0.756825244290762,0,"9",104165450,104214947,"-",49498,7318,0.443441,0.44903,0.442471,"protein_coding",3.08321261163077,1.14010696988761
"ENSMUSG00000033157","Abhd10",3.64490130997369,-0.066799523728824,0.217666348961282,0.756825244290762,0,"16",45550088,45563318,"-",13231,3704,0.403628,0.403618,0.403632,"protein_coding",12.5090585572042,0.954753677075025
"ENSMUSG00000033400","Agl",5.42373555659013,0.08189457007272,0.217097690043105,0.756825244290762,0,"3",116533648,116601815,"-",68168,13989,0.41878,0.434556,0.414707,"protein_coding",42.9246824578911,1.05840704529529
"ENSMUSG00000033965","Slc16a2",7.68739310706565,-0.129110867361438,0.219135384446296,0.756825244290762,0,"X",102741020,102865589,"-",124570,4256,0.42619,0.524671,0.422706,"protein_coding",206.127489415257,0.914394817936428
"ENSMUSG00000034022","Cpsf1",5.95626630324442,0.083065710254882,0.218906961788977,0.756825244290762,0,"15",76480003,76491791,"-",11789,5612,0.537072,0.566108,0.510687,"protein_coding",62.0890220517851,1.05926657987074
"ENSMUSG00000037679","Inf2",4.25535536903593,-0.089223391840836,0.217909665907929,0.756825244290762,0,"12",112555218,112581991,"+",26774,4847,0.570687,0.597689,0.564718,"protein_coding",19.0980756053096,0.940028633986311
"ENSMUSG00000038290","Smg6",6.0124979964165,-0.064856863628624,0.218605989493233,0.756825244290762,0,"11",74816649,75055274,"+",238626,8431,0.424624,0.503499,0.421736,"protein_coding",64.5568373073915,0.956040166004621
"ENSMUSG00000039357","Fut11",3.64660114196055,-0.089537552109409,0.219212033698759,0.756825244290762,0,"14",20745036,20751084,"+",6049,4250,0.475033,0.481882,0.458843,"protein_coding",12.5238058383321,0.939823956290898
"ENSMUSG00000039438","Ttc36",10.0001591448663,0.207978294125768,0.216648339278523,0.756825244290762,0,"9",44710694,44714369,"-",3676,915,0.527619,0.608743,0.500725,"protein_coding",1024.11296450543,1.15506840599648
"ENSMUSG00000039989","Cbx4",5.12951749683951,-0.106490382408064,0.216446980051134,0.756825244290762,0,"11",118968399,118977047,"-",8649,5205,0.568802,0.567147,0.571304,"protein_coding",35.0056889800228,0.928844899533155
"ENSMUSG00000040007","Bahd1",5.18581854989045,-0.073208266014473,0.21927379168299,0.756825244290762,0,"2",118730858,118755009,"+",24152,4656,0.537452,0.595576,0.52357,"protein_coding",36.3987890689224,0.950521874937085
"ENSMUSG00000041073","Nacad",1.32016647688715,0.172062934964913,0.218388623184015,0.756825244290762,0,"11",6547823,6556053,"-",8231,4884,0.58384,0.601351,0.558279,"protein_coding",2.49694921160256,1.12666837629786
"ENSMUSG00000041301","Cftr",2.26272558778305,-0.18943731959175,0.219235064559494,0.756825244290762,0,"6",18170686,18322767,"+",152082,7736,0.372164,0.403697,0.370474,"protein_coding",4.7989726394268,0.876947682057712
"ENSMUSG00000042997","Nhlrc3",3.99675004751521,-0.11239478946475,0.217132227711203,0.756825244290762,0,"3",53356004,53370753,"-",14750,9041,0.466947,0.461232,0.475999,"protein_coding",15.9639974401969,0.925051255709425
"ENSMUSG00000043333","Rhbdl2",2.41973817657686,-0.15405638510393,0.21901129489647,0.756825244290762,0,"4",123681667,123723697,"+",42031,3059,0.455603,0.487741,0.45308,"protein_coding",5.35073906729979,0.898720001092815
"ENSMUSG00000043895","S1pr2",2.48333193214383,-0.130931707137159,0.217061837712854,0.756825244290762,0,"9",20873657,20888077,"-",14421,7968,0.51491,0.530497,0.49566,"protein_coding",5.59187430571426,0.91324147910558
"ENSMUSG00000046667","Rbm12b1",2.76744410265389,-0.187045828342489,0.218212965589525,0.756825244290762,0,"4",12140264,12146731,"+",6468,3119,0.402505,0.43732,0.370072,"protein_coding",6.80900551945228,0.878402564646945
"ENSMUSG00000047342","Zfp286",1.14915122332301,0.165603767775034,0.219363552807075,0.756825244290762,0,"11",62643403,62680288,"-",36886,7981,0.421581,0.455707,0.412157,"protein_coding",2.21783374840045,1.12163538415022
"ENSMUSG00000048078","Tenm4",2.879340848186,0.139643887834883,0.216383476285421,0.756825244290762,0,"7",95820453,96560300,"+",739848,20979,0.454962,0.514944,0.453211,"protein_coding",7.3581385826763,1.10163315723007
"ENSMUSG00000049421","Zfp260",4.77923311837443,-0.077568817170087,0.216768461603075,0.756825244290762,0,"7",29794202,29807047,"+",12846,5787,0.420086,0.42319,0.41754,"protein_coding",27.4594936669856,0.947653256404877
"ENSMUSG00000050666","Vstm4",3.47947859503805,-0.119255092862202,0.21805579088437,0.756825244290762,0,"14",32578713,32661448,"+",82736,2737,0.455865,0.510413,0.453999,"protein_coding",11.1539174607271,0.92066289405506
"ENSMUSG00000054770","Kctd18",3.48319399387091,0.087491885100784,0.217673845248885,0.756825244290762,0,"1",57994260,58058115,"-",63856,12962,0.412293,0.415831,0.411393,"protein_coding",11.1826793672858,1.0625213901073
"ENSMUSG00000063428","Ddo",5.38638122345378,-0.078594761683745,0.217365139797017,0.756825244290762,0,"10",40506007,40557843,"+",51837,8917,0.456304,0.46159,0.455206,"protein_coding",41.8275393391309,0.946979590786723
"ENSMUSG00000063445","Nmral1",2.66320700405964,-0.130984644243127,0.219309131424828,0.756825244290762,0,"16",4527923,4537220,"-",9298,3884,0.480585,0.511586,0.458341,"protein_coding",6.33439574798291,0.913207969962872
"ENSMUSG00000064065","Ipcef1",3.48748660430973,0.098052366082298,0.219010222495502,0.756825244290762,0,"10",6835796,7002478,"-",166683,8988,0.409306,0.427125,0.408291,"protein_coding",11.2160019821549,1.07032754783115
"ENSMUSG00000090122","Kcne1l",1.16740136215207,-0.168743949997736,0.218586301656995,0.756825244290762,0,"X",141087748,141089290,"-",1543,1542,0.57847,0.57847,0,"protein_coding",2.24606762008504,0.889616869029437
"ENSMUSG00000108435","Gm45051",3.513094440512,-0.151787625049364,0.216527536644935,0.756825244290762,0,"6",72324012,72325441,"-",1430,961,0.53324,0.591051,0.41453,"lncRNA",11.4168633825695,0.900134426217989
"ENSMUSG00000031596","Slc7a2",2.99873510831599,-0.215587703815524,0.219490342164521,0.756912090849803,0,"8",41315433,41375345,"+",59913,9120,0.423705,0.451754,0.418668,"protein_coding",7.99298902507076,0.861195267227092
"ENSMUSG00000002846","Timmdc1",5.13849022889343,0.07256038236954,0.220197712629231,0.757346097363483,0,"16",38318709,38343025,"-",24317,1776,0.450197,0.50732,0.445697,"protein_coding",35.2240826369696,1.05158129281885
"ENSMUSG00000019791","Hint3",4.15502334958242,0.110658452979834,0.220324811108622,0.757346097363483,0,"10",30484137,30505628,"-",21492,5511,0.396817,0.38904,0.399499,"protein_coding",17.8150342202606,1.07972091390209
"ENSMUSG00000020609","Apob",6.085198363795,-0.251310707150903,0.220304316753438,0.757346097363483,0,"12",8027648,8066835,"+",39188,13905,0.425371,0.435095,0.420022,"protein_coding",67.8933498226917,0.840132796888352
"ENSMUSG00000020611","Gna13",5.71966535256844,-0.101410586469736,0.220087138625112,0.757346097363483,0,"11",109253657,109292195,"+",38539,6416,0.448674,0.463373,0.445738,"protein_coding",52.6975999560439,0.93212116993211
"ENSMUSG00000030753","Thap12",5.4123581833974,-0.083276457123348,0.220249708519981,0.757346097363483,0,"7",98352310,98367269,"+",14960,4119,0.414734,0.454722,0.399539,"protein_coding",42.5875013634546,0.943911524324007
"ENSMUSG00000035640","Cbarp",3.73087951521364,0.10833767066392,0.220093243470628,0.757346097363483,0,"10",79966285,79976669,"-",10385,4982,0.589176,0.607788,0.57201,"protein_coding",13.2772044947975,1.07798542390249
"ENSMUSG00000038208","Pgap3",3.93693184257181,0.123040585083213,0.220079336976572,0.757346097363483,0,"11",98279503,98291316,"-",11814,3239,0.547702,0.575795,0.537089,"protein_coding",15.3156197562302,1.08902765081686
"ENSMUSG00000040097","Flywch1",6.61252641141812,0.097714281317904,0.219679548264352,0.757346097363483,0,"17",23971767,23990576,"-",18810,4257,0.500292,0.568475,0.480346,"protein_coding",97.8517950366076,1.07007675398343
"ENSMUSG00000040857","Erf",4.77098957819943,-0.129186484966869,0.220166467962654,0.757346097363483,0,"7",24941986,24950186,"-",8201,3604,0.603171,0.594617,0.609878,"protein_coding",27.3030379060505,0.914346891983574
"ENSMUSG00000041429","Nthl1",2.73210805038926,0.089638629843111,0.220240280925233,0.757346097363483,0,"17",24851654,24857811,"+",6158,2712,0.528504,0.549041,0.512337,"protein_coding",6.64425779460235,1.06410360951788
"ENSMUSG00000042203","Tbc1d22b",5.42041862108471,0.074922820359849,0.2199630760753,0.757346097363483,0,"17",29768759,29825872,"+",57114,4191,0.49831,0.552613,0.49401,"protein_coding",42.8261066315395,1.05330468596482
"ENSMUSG00000050270","Tmem220",3.30153357254402,-0.131350740796122,0.22003344271313,0.757346097363483,0,"11",66915980,66926138,"+",10159,1662,0.451861,0.462696,0.449741,"protein_coding",9.85963044148871,0.912976264810033
"ENSMUSG00000058558","Rpl5",8.91941361108394,0.074932784613442,0.219835473689387,0.757346097363483,0,"5",108048368,108056871,"+",8504,3913,0.435729,0.426527,0.443573,"protein_coding",484.184676410101,1.0533119608434
"ENSMUSG00000022682","Rrn3",4.49002598064774,-0.062538497599389,0.220515757375427,0.757691773053291,0,"16",13598572,13632703,"+",34132,4300,0.441563,0.456512,0.439409,"protein_coding",22.4715226846194,0.957577727872394
"ENSMUSG00000073471","Rsph3a",4.85348063261246,0.059806940246057,0.220534441501908,0.757691773053291,0,"17",8164446,8198656,"+",34211,3004,0.44601,0.506325,0.440204,"protein_coding",28.9096779550723,1.04232626863236
"ENSMUSG00000063179","Pstk",3.58899966030441,0.076748440931456,0.220628817701618,0.757828626241354,0,"7",130972870,130996211,"+",23342,7907,0.410865,0.428228,0.40197,"protein_coding",12.0336271776829,1.05463840641531
"ENSMUSG00000017478","Zc3h18",5.89766254067231,0.047265125303336,0.220738048431752,0.757829119078516,0,"8",123103348,123144099,"+",40752,9170,0.490442,0.532388,0.478262,"protein_coding",59.6174407895843,1.03330426144612
"ENSMUSG00000021371","Mcur1",7.20091830404188,-0.065764435723429,0.220712610163376,0.757829119078516,0,"13",43691869,43713667,"-",21799,7067,0.464538,0.457337,0.467993,"protein_coding",147.127008903881,0.955438928397398
"ENSMUSG00000018999","Slc35b4",6.32764503922888,0.140789155903149,0.220884419752079,0.757957058047761,0,"6",34130315,34154046,"-",23732,9167,0.447642,0.463838,0.437449,"protein_coding",80.3176436531673,1.10250802416622
"ENSMUSG00000037003","Tns2",7.26426716205042,0.077164312147405,0.220870830495315,0.757957058047761,0,"15",102008848,102024836,"+",15989,5423,0.565674,0.591186,0.552579,"protein_coding",153.731304448387,1.05494246026218
"ENSMUSG00000014791","Elmo3",5.72973371024079,0.064740841281362,0.221108666327686,0.758351964936278,0,"8",106032233,106037392,"+",5160,3467,0.557085,0.543409,0.585106,"protein_coding",53.0666550912627,1.04589704305993
"ENSMUSG00000050164","Mchr1",0.924416910082597,-0.286080802486825,0.221091308809439,0.758351964936278,0,"15",81119700,81123165,"+",3466,2187,0.541703,0.554184,0.520344,"protein_coding",1.89791701119108,0.82012697622563
"ENSMUSG00000021193","Pitrm1",5.49322995757795,0.07698130763698,0.221188498531166,0.75843854851728,0,"13",6598185,6630551,"+",32367,4760,0.45177,0.480462,0.446823,"protein_coding",45.0429670370623,1.0548086502893
"ENSMUSG00000001025","S100a6",5.47882084381817,-0.165002481982777,0.22139918756273,0.758606838711355,0,"3",90520189,90531488,"+",11300,1362,0.47429,0.538179,0.465533,"protein_coding",44.5953333741767,0.891926984965994
"ENSMUSG00000032278","Paqr5",6.32519979395965,0.064808055860901,0.221401376923459,0.758606838711355,0,"9",61860763,61934138,"-",73376,3945,0.486474,0.485932,0.486504,"protein_coding",80.1816273856449,1.04594577211607
"ENSMUSG00000064343","mt-Tq",2.13435934868128,0.205867974893779,0.221330076382765,0.758606838711355,0,"MT",3772,3842,"-",71,70,0.357143,0.357143,0,"Mt_tRNA",4.3904211869397,1.15338005115762
"ENSMUSG00000020121","Srgap1",3.26427197118447,0.120366491939732,0.222001126399975,0.758840086047163,0,"10",121616896,121883220,"-",266325,9108,0.444875,0.479578,0.443647,"protein_coding",9.60823855643554,1.08701096395344
"ENSMUSG00000026197","Zfand2b",5.28316241026484,0.129139283938059,0.221747759532639,0.758840086047163,0,"1",75145290,75148273,"+",2984,1766,0.535367,0.582106,0.467543,"protein_coding",38.939498813156,1.09364103716243
"ENSMUSG00000027984","Hadh",8.37390741616015,-0.09945632701872,0.221987761065094,0.758840086047163,0,"3",131027068,131065750,"-",38683,4970,0.471589,0.504427,0.466748,"protein_coding",331.739597335403,0.933384666981705
"ENSMUSG00000030213","Atf7ip",5.0973532450737,-0.074359461689877,0.222070231025462,0.758840086047163,0,"6",136483165,136587860,"+",104696,20706,0.404804,0.419395,0.401207,"protein_coding",34.2338879819976,0.949763710401338
"ENSMUSG00000040729","Cep126",3.30800856995348,0.07340433921833,0.222060241784406,0.758840086047163,0,"9",8076462,8134295,"-",57834,5739,0.385143,0.424987,0.380754,"protein_coding",9.90398115854087,1.05219663344464
"ENSMUSG00000042810","Krba1",5.68192613469314,0.122401540789874,0.221890739936702,0.758840086047163,0,"6",48372520,48396715,"+",24196,14047,0.495309,0.5021,0.485909,"protein_coding",51.3369661507738,1.08854537093418
"ENSMUSG00000058587","Tmod3",5.30913134472034,-0.101498195278194,0.222019947333835,0.758840086047163,0,"9",75404989,75466939,"-",61951,11139,0.426005,0.410809,0.429336,"protein_coding",39.6467676549827,0.932064567848318
"ENSMUSG00000061751","Kalrn",4.28225682708281,0.094207891874575,0.222045255595474,0.758840086047163,0,"16",33789443,34393902,"-",604460,23981,0.454741,0.48676,0.453418,"protein_coding",19.4575320324148,1.06747915034734
"ENSMUSG00000069895","Atxn1l",4.71074519546809,-0.11236628945414,0.22166026322034,0.758840086047163,0,"8",110453083,110464371,"-",11289,7522,0.489635,0.501462,0.466012,"protein_coding",26.1863884399679,0.925069530001817
"ENSMUSG00000070520","Nsmce3",3.85846543011852,-0.130132587762894,0.221738390781835,0.758840086047163,0,"7",64516800,64522745,"-",5946,5945,0.447435,0.447435,0,"protein_coding",14.5048696963872,0.913747470388353
"ENSMUSG00000103520","1110025M09Rik",1.1103635678266,0.136358030323437,0.221722067570127,0.758840086047163,0,"15",81468375,81469229,"-",855,854,0.420375,0.420375,0,"TEC",2.15900048556524,1.09912695155133
"ENSMUSG00000026584","Scyl3",4.98034132139407,0.053897134424454,0.222229026740114,0.759195991523765,0,"1",163756669,163782695,"+",26027,5787,0.437447,0.461725,0.430505,"protein_coding",31.5669139491139,1.03806525283068
"ENSMUSG00000002076","Hsf2bp",3.79630291305752,-0.123513587056652,0.222846806111964,0.759531796240548,0,"17",32163743,32255323,"-",91581,3577,0.446648,0.481689,0.445223,"protein_coding",13.8931603896452,0.917949322045303
"ENSMUSG00000009090","Ap1b1",6.77515148646087,0.05851991812585,0.222473100943695,0.759531796240548,0,"11",4936824,4992791,"+",55968,4935,0.481212,0.540223,0.475506,"protein_coding",109.527663352564,1.04139682843037
"ENSMUSG00000009575","Cbx5",5.97857228461339,-0.086698251955494,0.222694845788957,0.759531796240548,0,"15",103099971,103148243,"-",48273,8999,0.412351,0.430159,0.40827,"protein_coding",63.0564604618758,0.941675400823026
"ENSMUSG00000018932","Map2k3",5.77062309114385,-0.053282427463288,0.22294063326873,0.759531796240548,0,"11",60822859,60843637,"+",20779,3302,0.515064,0.524833,0.513218,"protein_coding",54.592206021385,0.963741123648012
"ENSMUSG00000019433","Gipc1",6.09931997173468,0.069564035232764,0.222867590527483,0.759531796240548,0,"8",84379306,84391323,"+",12018,1721,0.532246,0.601395,0.520688,"protein_coding",68.5611770105666,1.049399520025
"ENSMUSG00000020088","Sar1a",6.9154021849678,-0.040666746232896,0.223424697317306,0.759531796240548,0,"10",61516078,61529076,"+",12999,3729,0.44753,0.475731,0.436185,"protein_coding",120.710066660363,0.972205535602885
"ENSMUSG00000022022","Mtrf1",3.1654902233149,0.087147630870254,0.223245533631383,0.759531796240548,0,"14",79635212,79661027,"+",25816,2402,0.429324,0.454205,0.426771,"protein_coding",8.9723768922332,1.06226788272287
"ENSMUSG00000024127","Prepl",4.89554809486542,0.057132000734693,0.222712017323567,0.759531796240548,0,"17",85370898,85397669,"-",26772,5568,0.434089,0.439296,0.432722,"protein_coding",29.7650640735838,1.04039545412429
"ENSMUSG00000024174","Pot1b",3.36549092781295,-0.127967945822727,0.223557071553787,0.759531796240548,0,"17",55958951,56019628,"-",60678,5250,0.39796,0.435619,0.394393,"protein_coding",10.3065596094283,0.915119500267424
